Date,Scenario,SUT_RATIO,STM_RATIO,SACR_SS_RATIO,SACR_GEO_RATIO,GEO_RATIO,DCC_RATIO,SUT_SUV,STM_SUV,SAC_SUV,GEO_SUV,DCC_SUV,Combined_suv,Model_Run
28Apr2026,historical,0.092440605,0.06637869,0.8411807,0.6854324,0.21300058,0.10156704,0.36850774,0.5240486,0.43824938,0.20741127,0.12055338,0.36899516,D
28Apr2026,historical,0.092440605,0.06637869,0.8411807,0.6854324,0.21300058,0.10156704,0.36850774,0.5240486,0.43824938,0.20741127,0.12055338,0.36899516,A
28Apr2026,historical,0.09149856,0.065850146,0.8426513,0.6776557,0.21958743,0.102756895,0.33452654,0.50077045,0.41563663,0.2791408,0.14354968,0.36500517,B
28Apr2026,historical,0.09421842,0.0649536,0.840828,0.67580616,0.21799575,0.10619811,0.36256775,0.5728722,0.45503256,0.2661118,0.1362049,0.3908767,C
