"                               Region
       Metric","West 

(359)","Suisun

(329, 420)","Sacramento/
North Delta 

(314, 323, 350)","Lower San Joaquin

(34, 41, 46, 469)","Lower Sacramento

(465, 353)","South Delta

(29, 86, 99, 225)","East

(249, 261)",Delta-wide Total (#),Delta-wide Total (%)
LFS Larva Abundance Estimate,"117,633,687","145,677,478","304,865","4,078,739","3,695,676",0,0,"271,390,445",-
PTM Entrained (%),0,0,1.4,8.3,1.1,0,0,-,-
PTM Entrained (%),0,0,1.4,8.3,1.1,0,0,-,-
PTM Entrained (%),0,0,0.4,3.1,0.4,0,0,-,-
PTM Entrained (%),0,0,0.1,0.2,0,0,0,-,-
Smelt Larva Entrained (#),0,0,"4,268","337,842","39,660",0,0,"381,770",0.10%
Smelt Larva Entrained (#),0,0,"4,268","337,842","39,660",0,0,"381,770",0.10%
Smelt Larva Entrained (#),0,0,"1,219","127,593","14,721",0,0,"143,534",<0.1%
Smelt Larva Entrained (#),0,0,305,"6,932",0,0,0,"7,237",<0.1%
