Surface Oriented Particles for 469 (Jersey Point),,,,,,
OMR Flow Bin,Past Chipps,Upstream of Decker,Unresolved in Central Delta,Unresolved in OMR corridor,CVP Entrainment,SWP Entrainment
,,,,,,
"-6,500",27.4,17.9,72.7,0.1,0.0,0.0
"-5,000",27.4,17.9,72.7,0.1,0.0,0.0
"-3,500",27.4,17.9,72.7,0.1,0.0,0.0
"-2,000",27.4,17.9,72.7,0.1,0.0,0.0
"-6,500",73.0,21.6,27.2,0.2,0.0,0.0
"-5,000",73.0,21.6,27.2,0.2,0.0,0.0
"-3,500",73.0,21.6,27.2,0.2,0.0,0.0
"-2,000",73.0,21.6,27.2,0.2,0.0,0.0
"-6,500",85.8,23.1,14.6,0.3,0.1,0.0
"-5,000",85.8,23.1,14.6,0.3,0.1,0.0
"-3,500",85.8,23.1,14.6,0.3,0.1,0.0
"-2,000",85.8,23.1,14.6,0.3,0.1,0.0
