Surface Oriented Particles for 350 (Cache Slough),,,,,,
OMR Flow Bin,Past Chipps,Upstream of Decker,Unresolved in Central Delta,Unresolved in OMR corridor,CVP Entrainment,SWP Entrainment
,,,,,,
"-6,500",45.4,73.8,54.6,0.0,0.0,0.0
"-5,000",45.4,73.8,54.6,0.0,0.0,0.0
"-3,500",45.4,73.8,54.6,0.0,0.0,0.0
"-2,000",45.4,73.8,54.6,0.0,0.0,0.0
"-6,500",77.3,78.6,22.9,0.1,0.0,0.0
"-5,000",77.3,78.6,22.9,0.1,0.0,0.0
"-3,500",77.3,78.6,22.9,0.1,0.0,0.0
"-2,000",77.3,78.6,22.9,0.1,0.0,0.0
"-6,500",86.7,80.8,13.6,0.3,0.0,0.0
"-5,000",86.7,80.8,13.6,0.3,0.0,0.0
"-3,500",86.7,80.8,13.6,0.3,0.0,0.0
"-2,000",86.7,80.8,13.6,0.3,0.0,0.0
