Date,Scenario,SUT_RATIO,STM_RATIO,SACR_SS_RATIO,SACR_GEO_RATIO,GEO_RATIO,DCC_RATIO,SUT_SUV,STM_SUV,SAC_SUV,GEO_SUV,DCC_SUV,Combined_suv,Model_Run
28Apr2026,historical,0.09103012,0.08021301,0.82875687,0.7017911,0.1900442,0.10816469,0.39757708,0.52503,0.43283448,0.23848121,0.12767833,0.37905464,D
28Apr2026,historical,0.09103012,0.08021301,0.82875687,0.7017911,0.1900442,0.10816469,0.39757708,0.52503,0.43283448,0.23848121,0.12767833,0.37905464,A
28Apr2026,historical,0.087745585,0.074758574,0.83749586,0.7008291,0.18747121,0.11169968,0.35534894,0.52023953,0.4200445,0.19423176,0.09637483,0.3561255,B
28Apr2026,historical,0.09037949,0.07456724,0.83505327,0.707635,0.1866853,0.105679706,0.38666314,0.50184304,0.4213364,0.19455628,0.06950355,0.35780394,C
