Neutral Particles for 99 (Old River),,,,,,
OMR Flow Bin,Past Chipps,Upstream of Decker,Unresolved in Central Delta,Unresolved in OMR corridor,CVP Entrainment,SWP Entrainment
,,,,,,
"-6,500",0.0,0.5,32.8,49.0,18.1,0.1
"-5,000",0.0,0.5,32.8,49.0,18.1,0.1
"-3,500",0.0,0.2,37.5,57.7,4.6,0.1
"-2,000",0.0,0.4,60.1,39.9,0.0,0.0
"-6,500",0.0,1.8,22.6,25.1,47.8,4.5
"-5,000",0.0,1.8,22.6,25.1,47.8,4.5
"-3,500",0.0,1.8,27.6,34.5,33.2,4.7
"-2,000",1.0,3.4,48.1,48.2,2.5,0.2
"-6,500",0.6,3.4,19.0,18.3,53.8,8.3
"-5,000",0.6,3.4,19.0,18.3,53.8,8.3
"-3,500",1.8,3.0,21.3,29.1,39.5,8.4
"-2,000",3.5,6.2,42.6,40.2,12.2,1.5
