GMT,SAMC1,SACC1,VONC1,FMWC1,DRMC1,FPOC1,RCVC1,SACC1,FMWC1L,SACC1L,SAMC1L,NCOC1L,SACC1,SAMC1,NCOC1
,QINE,QINE,QINE,QINE,QINE,QINE,QINE,SQIN,SQIN,SQIN,SQIN,SQIN,SSTG,SSTG,SSTG
2026-06-11 12:00:00,1.51966,16.39896,11.99167,11.70178,0.17091,13.20147,0.01536,13.56158,0.02433,0.01728,0.0004,0,7.72,15.99,19.30001
2026-06-11 13:00:00,1.51966,16.0829,12.0475,11.73732,0.17091,14.50162,0.01536,13.55595,0.02432,0.01728,0.0004,0,7.62,15.99,19.30001
2026-06-11 14:00:00,1.51966,15.61264,12.08478,11.75469,0.16882,15.00167,0.01536,13.55292,0.02431,0.01727,0.0004,0,7.47,15.99,19.28999
2026-06-11 15:00:00,1.51966,15.14081,12.1781,11.77292,0.17501,15.90177,0.01536,13.54886,0.0243,0.01727,0.0004,0,7.32,15.99,19.30999
2026-06-11 16:00:00,1.50501,14.56665,12.23419,11.79074,0.17907,16.40183,0.015,13.54494,0.0243,0.01726,0.0004,0,7.14,15.98,19.30999
2026-06-11 17:00:00,1.51966,13.96922,12.27164,11.82644,0.17907,17.10191,0.015,13.57619,0.02429,0.01726,0.0004,0,6.95,15.99,19.31999
2026-06-11 18:00:00,1.51966,13.41148,12.27164,11.80859,0.18322,16.90188,0.0144,13.64219,0.02428,0.01725,0.0004,0,6.77,15.99,19.30999
2026-06-11 19:00:00,1.51966,12.86189,12.25292,11.80859,0.17907,16.00178,0.0144,13.71384,0.02427,0.01724,0.0004,0,6.59,15.99,19.31999
2026-06-11 20:00:00,1.51966,12.41018,12.23419,11.79074,0.17501,14.50162,0.0144,13.79582,0.02427,0.01724,0.0004,0,6.44,15.99,19.31999
2026-06-11 21:00:00,1.51966,12.26089,12.19679,11.77292,0.17703,12.00134,0.01383,13.88686,0.02426,0.01723,0.0004,0,6.39,15.99,19.31999
2026-06-11 22:00:00,1.51966,12.47008,12.14074,11.71954,0.17703,10.70119,0.01383,13.97515,0.02425,0.01723,0.0004,0,6.46,15.99,19.31999
2026-06-11 23:00:00,1.65772,12.92255,12.08478,11.6663,0.17501,10.60118,0.01383,14.04768,0.02424,0.01722,0.0004,0,6.61,16.08,19.31999
2026-06-12 00:00:00,1.7902,13.35001,12.02888,11.64859,0.17907,11.80131,0.01328,14.09769,0.02424,0.01722,0.0004,0,6.75,16.16,19.31999
2026-06-12 01:00:00,1.85925,13.59649,11.99167,11.61319,0.18113,13.20147,0.01328,14.12657,0.02423,0.01721,0.0004,0,6.83,16.21,19.31999
2026-06-12 02:00:00,1.88755,13.53472,11.9359,11.56022,0.17907,13.70153,0.01328,14.13879,0.02422,0.0172,0.0004,0,6.81,16.23,19.31999
2026-06-12 03:00:00,1.91624,13.41148,11.91733,11.5426,0.18113,14.50162,0.01328,14.13447,0.02422,0.0172,0.0004,0,6.77,16.25,19.31999
2026-06-12 04:00:00,1.91624,13.13566,11.89877,11.52498,0.17703,14.4016,0.01328,14.11446,0.02421,0.01719,0.0004,0,6.68,16.25,19.33001
2026-06-12 05:00:00,1.91624,12.92255,11.86167,11.52498,0.17091,13.40149,0.01328,14.08352,0.0242,0.01719,0.0004,0,6.61,16.25,19.33001
2026-06-12 06:00:00,1.91624,12.80133,11.84313,11.47224,0.16473,10.40116,0.01328,14.04855,0.02419,0.01718,0.0004,0,6.57,16.25,19.33999
2026-06-12 07:00:00,1.91624,13.16621,11.80609,11.43714,0.16073,6.36071,0.01328,14.01258,0.02419,0.01718,0.0004,0,6.69,16.25,19.35001
2026-06-12 08:00:00,1.91624,14.21968,11.78757,11.45469,0.16271,4.14046,0.01328,13.97805,0.02418,0.01717,0.0004,0,7.03,16.25,19.35001
2026-06-12 09:00:00,1.91624,15.55029,11.78757,11.43714,0.16473,3.51039,0.01383,13.95055,0.02417,0.01717,0.0004,0,7.45,16.25,19.35001
2026-06-12 10:00:00,1.91624,16.78089,11.76907,11.43714,0.15877,4.37049,0.01383,13.92738,0.02416,0.01716,0.0004,0,7.84,16.25,19.35001
2026-06-12 11:00:00,1.91624,17.74833,11.78757,11.40212,0.16473,7.61085,0.01383,13.90453,0.02416,0.01716,0.0004,0,8.14,16.25,19.36
2026-06-12 12:00:00,1.91624,18.07477,11.84313,11.41963,0.16271,11.80131,0.01383,13.88153,0.02415,0.01715,0.0004,0,8.24,16.25,19.36
2026-06-12 13:00:00,1.91624,17.81346,11.88021,11.43582,0.15491,14.20158,0.01383,13.85825,0.02414,0.01715,0.0004,0,8.16,16.25,19.36
2026-06-12 14:00:00,1.91624,17.39153,11.95448,11.45469,0.16271,15.40172,0.01383,13.83953,0.02413,0.01714,0.0004,0,8.03,16.25,19.36
2026-06-12 15:00:00,1.93074,16.90885,12.0475,11.52498,0.16073,16.10179,0.01383,13.82652,0.02413,0.01714,0.0004,0,7.88,16.26,19.37
2026-06-12 16:00:00,1.93074,16.36726,12.12208,11.57786,0.16073,16.60185,0.01383,13.81888,0.02412,0.01713,0.0004,0,7.71,16.26,19.38
2026-06-12 17:00:00,1.93074,15.80019,12.15941,11.63088,0.16271,17.20192,0.01383,13.85226,0.02411,0.01713,0.00039,0,7.53,16.26,19.38
2026-06-12 18:00:00,1.93074,15.17295,12.1781,11.6663,0.16073,17.50195,0.01328,13.92559,0.0241,0.01712,0.00039,0,7.33,16.26,19.38
2026-06-12 19:00:00,1.94533,14.56665,12.1781,11.6663,0.16271,17.60196,0.01328,14.00534,0.0241,0.01711,0.00039,0,7.14,16.27,19.38
2026-06-12 20:00:00,2.01985,13.96922,12.1781,11.6663,0.16473,16.80187,0.01275,14.09533,0.02409,0.01711,0.00039,0,6.95,16.32,19.38
2026-06-12 21:00:00,2.12858,13.53472,12.14074,11.64859,0.16882,14.60163,0.01275,14.19395,0.02408,0.0171,0.00039,0,6.81,16.39,19.37
2026-06-12 22:00:00,2.24267,13.38074,12.10342,11.63088,0.16473,12.00134,0.01225,14.28817,0.02407,0.0171,0.00039,0,6.76,16.46,19.38
2026-06-12 23:00:00,2.29326,13.72034,12.02888,11.57786,0.16676,10.8012,0.01225,14.36604,0.02407,0.01709,0.00039,0,6.87,16.49,19.38
2026-06-13 00:00:00,2.3449,14.2511,11.99167,11.56022,0.16473,10.50117,0.01176,14.42378,0.02406,0.01709,0.00039,0,7.04,16.52,19.38
2026-06-13 01:00:00,2.3449,14.59834,11.9359,11.56022,0.16271,11.40127,0.01176,14.4637,0.02405,0.01708,0.00039,0,7.15,16.52,19.38
2026-06-13 02:00:00,2.3449,14.94855,11.91733,11.52498,0.16473,12.80143,0.01129,14.4865,0.02404,0.01707,0.00039,0,7.26,16.52,19.39001
2026-06-13 03:00:00,2.36234,14.94855,11.89877,11.47224,0.16271,13.90155,0.01129,14.49091,0.02404,0.01707,0.00039,0,7.26,16.53,19.38
2026-06-13 04:00:00,2.3449,14.789,11.88021,11.45469,0.16473,14.30159,0.01129,14.47635,0.02403,0.01706,0.00039,0,7.21,16.52,19.39001
2026-06-13 05:00:00,2.36234,14.53499,11.86167,11.43714,0.16473,14.20158,0.01129,14.44752,0.02402,0.01706,0.00039,0,7.13,16.53,19.38
2026-06-13 06:00:00,2.36234,14.2511,11.84313,11.41963,0.16882,12.90144,0.01129,14.41294,0.02402,0.01705,0.00039,0,7.04,16.53,19.38
2026-06-13 07:00:00,2.36234,14.28255,11.80609,11.38463,0.16473,9.31104,0.01129,14.37905,0.02401,0.01705,0.00039,0,7.05,16.53,19.38
2026-06-13 08:00:00,2.3449,14.85275,11.78757,11.33224,0.16271,5.75064,0.01129,14.35175,0.024,0.01704,0.00039,0,7.23,16.52,19.38
2026-06-13 09:00:00,2.36234,15.98848,11.75058,11.2974,0.16473,4.77053,0.01176,14.33109,0.02399,0.01704,0.00039,0,7.59,16.53,19.37
2026-06-13 10:00:00,2.36234,17.19792,11.7321,11.28,0.16676,3.69041,0.01176,14.31367,0.02399,0.01703,0.00039,0,7.97,16.53,19.37
2026-06-13 11:00:00,2.36234,18.37023,11.7321,11.24523,0.17091,4.75053,0.01176,14.2977,0.02398,0.01702,0.00039,0,8.33,16.53,19.38
2026-06-13 12:00:00,2.36234,19.13011,11.77485,11.21054,0.16882,9.27103,0.01176,14.27983,0.02397,0.01702,0.00039,0,8.57,16.53,19.37
2026-06-13 13:00:00,2.36234,19.13011,11.81822,11.21054,0.16676,13.40149,0.01176,14.25899,0.02396,0.01701,0.00039,0,8.57,16.53,19.38
2026-06-13 14:00:00,2.36234,18.75254,11.86167,11.22766,0.16882,15.00167,0.01176,14.23641,0.02396,0.01701,0.00039,0,8.45,16.53,19.38
2026-06-13 15:00:00,2.36234,18.23872,11.97306,11.24523,0.16882,16.10179,0.01176,14.21275,0.02395,0.017,0.00039,0,8.29,16.53,19.39001
2026-06-13 16:00:00,2.36234,17.65078,12.02888,11.31481,0.15877,16.40183,0.01176,14.19335,0.02394,0.017,0.00039,0,8.11,16.53,19.38
2026-06-13 17:00:00,2.36234,17.06924,12.06613,11.31362,0.15491,16.60185,0.01176,14.18777,0.02393,0.017,0.00039,0,7.93,16.53,19.39001
2026-06-13 18:00:00,2.36234,16.49417,12.06613,11.31481,0.15491,17.00189,0.01129,14.2009,0.02393,0.01699,0.00039,0,7.75,16.53,19.38
2026-06-13 19:00:00,2.37991,15.95705,12.0475,11.33224,0.15683,17.70197,0.01129,14.22802,0.02392,0.01699,0.00039,0,7.58,16.54,19.38
2026-06-13 20:00:00,2.37991,15.3017,12.01027,11.31481,0.15877,17.70197,0.01085,14.27159,0.02391,0.01698,0.00039,0,7.37,16.54,19.38
2026-06-13 21:00:00,2.37991,14.72535,11.9359,11.2626,0.15877,17.20192,0.01041,14.33178,0.0239,0.01697,0.00039,0,7.19,16.54,19.38
2026-06-13 22:00:00,2.36234,14.15692,11.89877,11.24523,0.15302,15.70175,0.01041,14.39214,0.0239,0.01696,0.00039,0,7.01,16.53,19.38
2026-06-13 23:00:00,2.36234,13.81348,11.80609,11.21054,0.15491,13.40149,0.01,14.43829,0.02389,0.01695,0.00039,0,6.9,16.53,19.38
2026-06-14 00:00:00,2.36234,13.93802,11.7321,11.14132,0.15877,11.40127,0.01,14.46429,0.02388,0.01695,0.00039,0,6.94,16.53,19.38
2026-06-14 01:00:00,2.36234,14.40857,11.65824,11.10681,0.15302,10.10113,0.00965,14.46934,0.02387,0.01694,0.00039,0,7.09,16.53,19.38
2026-06-14 02:00:00,2.36234,14.82086,11.60294,11.07235,0.15877,10.70119,0.00965,14.45231,0.02387,0.01693,0.00039,0,7.22,16.53,19.38
2026-06-14 03:00:00,2.36234,15.23728,11.52933,11.02078,0.16271,11.7013,0.00965,14.41821,0.02386,0.01692,0.00039,0,7.35,16.53,19.38
2026-06-14 04:00:00,2.36234,15.36373,11.51095,10.98646,0.15683,12.70142,0.01,14.37248,0.02385,0.01692,0.00039,0,7.39,16.53,19.37
2026-06-14 05:00:00,2.36234,15.2051,11.47422,10.95222,0.15683,13.10146,0.01041,14.31382,0.02385,0.01691,0.00039,0,7.34,16.53,19.37
2026-06-14 06:00:00,2.36234,15.01254,11.43751,10.95222,0.15683,13.5015,0.01085,14.24727,0.02384,0.0169,0.00039,0,7.28,16.53,19.37
2026-06-14 07:00:00,2.36234,14.82086,11.41917,10.88563,0.15491,12.00134,0.01176,14.18072,0.02383,0.0169,0.00039,0,7.22,16.53,19.37
2026-06-14 08:00:00,2.3449,14.85275,11.38253,10.86902,0.15491,9.08101,0.01275,14.11584,0.02382,0.01689,0.00039,0,7.23,16.52,19.36
2026-06-14 09:00:00,2.36234,15.36373,11.36422,10.83584,0.15683,6.37071,0.01383,14.05689,0.02382,0.01689,0.00039,0,7.39,16.53,19.36
2026-06-14 10:00:00,2.37991,16.30393,11.32762,10.81927,0.15302,4.66052,0.0144,14.01027,0.02381,0.01688,0.00039,0,7.69,16.54,19.36
2026-06-14 11:00:00,2.36234,17.42386,11.30933,10.78617,0.15302,3.94044,0.015,13.97453,0.0238,0.01687,0.00039,0,8.04,16.53,19.36
2026-06-14 12:00:00,2.36234,18.53332,11.30933,10.76964,0.15101,4.89054,0.01536,13.94092,0.02379,0.01687,0.00039,0,8.38,16.53,19.36
2026-06-14 13:00:00,2.36234,19.22484,11.30933,10.73663,0.15491,9.18102,0.01573,13.91003,0.02379,0.01686,0.00039,0,8.6,16.53,19.36
2026-06-14 14:00:00,2.36234,19.25645,11.42686,10.73663,0.15302,12.00134,0.0161,13.88075,0.02378,0.01685,0.00039,0,8.61,16.53,19.37
2026-06-14 15:00:00,2.36234,19.00401,11.54772,10.80271,0.15491,13.80154,0.0161,13.85241,0.02377,0.01685,0.00039,0,8.53,16.53,19.37
2026-06-14 16:00:00,2.36234,18.62718,11.6398,10.85242,0.15491,14.70164,0.01649,13.82462,0.02377,0.01684,0.00039,0,8.41,16.53,19.37
2026-06-14 17:00:00,2.36234,18.14029,11.69515,10.90225,0.15877,15.70175,0.01729,13.80165,0.02376,0.01684,0.00039,0,8.26,16.53,19.37
2026-06-14 18:00:00,2.36234,17.55341,11.71361,10.93555,0.15683,16.70186,0.0177,13.78662,0.02375,0.01683,0.00039,0,8.08,16.53,19.37
2026-06-14 19:00:00,2.36234,16.97295,11.71361,10.9189,0.15683,17.30193,0.01812,13.79203,0.02374,0.01682,0.00039,0,7.9,16.53,19.37
2026-06-14 20:00:00,2.36234,16.33558,11.67669,10.90225,0.14902,17.70197,0.01812,13.83339,0.02374,0.01682,0.00039,0,7.7,16.53,19.37
