GMT,FRAC1,LTDC1,HIDC1,BHNC1,MPAC1,OWCC1,BNCC1,BCKC1,MEEC1,HPIC1,POHC1,EXQC1,DSNC1,STVC1,NWMC1,LGCC1,WARC1,LGAC1,PNEC1,LBDC1,OREC1,PATC1,HETC1,LNRC1,CHVC1F,DCMC1,NDPC1,MDSC1,NDVC1,NSWC1,AVYC1,NMSC1,OBBC1,RIPC1,PTTC1,VNSC1,KNFC1L,STVC1,MDSC1,OBBC1,RIPC1,NWMC1,CRDC1,PATC1,MZRC1,VNSC1,AVYC1L,NDPC1L
,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,SQIN,SQIN
2026-03-18 18:00:00,6.80451,0.00494,0.07616,0.05042,0.019,0.004,0.01,0.013,0.10173,1.1716,2.09311,4.87453,0.002,0.19402,1.21936,0.00101,0.00395,0.00488,0,-0.02431,0.00074,1.15813,2.57244,0.59453,1.18409,0.009,5.24973,2.86579,0.36751,0.73894,0.75408,3.96717,0.22202,0.19071,0.00289,4.62942,0.02055,0.19402,2.86579,0.22202,0.19071,1.21936,1.2421,1.15813,4.33157,4.62942,0.69677,1.41161
2026-03-18 19:00:00,5.69367,0.00493,0.08546,0.06051,0.019,0.004,0.009,0.013,0.10173,1.15246,2.06861,4.81539,0.00208,0.19402,1.21205,0.0011,0.00394,0.00487,0,-0.02025,0.00074,1.15813,2.57374,0.57545,1.10768,0.009,5.22736,2.83862,0.3477,0.75307,0.73008,4.03896,0.22202,0.18831,0.00289,4.62942,0.0205,0.19402,2.83862,0.22202,0.18831,1.21205,1.24606,1.15813,4.32339,4.62942,0.69058,1.41347
2026-03-18 20:00:00,4.88566,0.00492,0.08532,0.06051,0.019,0.004,0.009,0.013,0.10334,1.11468,2.04424,4.63686,0.00208,0.19602,1.2157,0.0011,0.00394,0.0048,0,-0.01618,0.00068,1.15413,2.49763,0.5571,1.06086,0.009,5.205,2.81151,0.35211,0.73965,0.71408,4.11484,0.23503,0.18711,0.00289,4.61958,0.02044,0.19602,2.81151,0.23503,0.18711,1.2157,1.2421,1.15413,4.31381,4.61958,0.6874,1.41487
2026-03-18 21:00:00,4.48237,0.00492,0.07585,0.06051,0.02,0.004,0.01,0.013,0.10497,1.12093,2.02808,4.48526,0.00208,0.19802,1.2157,0.0011,0.00393,0.00479,0,-0.01621,0.00074,1.15413,2.42135,0.55675,1.05479,0.009,5.18263,2.78449,0.3565,0.73188,0.68708,4.19061,0.24203,0.18711,0.00316,4.60975,0.02039,0.19802,2.78449,0.24203,0.18711,1.2157,1.2421,1.15413,4.30297,4.60975,0.68354,1.41595
2026-03-18 22:00:00,4.38274,0.00491,0.0851,0.06051,0.02,0.004,0.01,0.013,0.10497,1.09606,1.98796,4.36403,0.00208,0.20102,1.2157,0.00101,0.00392,0.0048,0,-0.01218,0.00062,1.15413,2.40472,0.54785,1.04156,0.009,5.16026,2.76203,0.36088,0.71069,0.67007,4.26568,0.23503,0.18711,0.00316,4.59993,0.02034,0.20102,2.76203,0.23503,0.18711,1.2157,1.24606,1.15413,4.29118,4.59993,0.67853,1.41682
2026-03-18 23:00:00,4.28171,0.0049,0.09435,0.06051,0.02,0.004,0.01,0.012,0.10831,1.09606,1.94035,4.15912,0.002,0.20202,1.2157,0.00101,0.00392,0.00485,0,-0.00812,0.00068,1.15413,2.46268,0.52858,1.04726,0.01,5.13789,2.73962,0.35725,0.69939,0.66607,4.34123,0.23203,0.18711,0.00289,4.59012,0.02028,0.20202,2.73962,0.23203,0.18711,1.2157,1.2421,1.15413,4.27853,4.59012,0.67337,1.41753
2026-03-19 00:00:00,4.07907,0.00489,0.09416,0.05042,0.02,0.004,0.009,0.012,0.11516,1.10225,1.90112,3.8129,0.002,0.20702,1.2157,0.00093,0.00391,0.00484,0,-0.00812,0.00056,1.15413,2.49952,0.50967,1.07266,0.01,5.11553,2.72172,0.36674,0.76157,0.65907,4.41859,0.23203,0.19558,0.00289,4.57052,0.02023,0.20702,2.72172,0.23203,0.19558,1.2157,1.2421,1.15413,4.26518,4.57052,0.6692,1.41812
2026-03-19 01:00:00,3.97747,0.00489,0.0987,0.05042,0.02,0.004,0.009,0.012,0.11516,1.15246,1.90893,3.52793,0.002,0.20702,1.21936,0.00093,0.0039,0.00485,0,-0.00812,0.00046,1.15413,2.47885,0.51819,1.12901,0.012,5.24226,2.6994,0.39272,0.79338,0.64907,4.49064,0.22803,0.20551,0.00289,4.56074,0.02018,0.20702,2.6994,0.22803,0.20551,1.21936,1.2421,1.15413,4.25131,4.56074,0.66675,1.41862
2026-03-19 02:00:00,3.97796,0.00488,0.11751,0.06051,0.02,0.004,0.009,0.012,0.11692,1.20366,1.93247,3.24979,0.002,0.20902,1.22302,0.00086,0.0039,0.0049,0,-0.00812,0.00056,1.15413,2.53619,0.53635,1.23765,0.012,5.36899,2.68159,0.41051,0.83367,0.64507,4.56477,0.22803,0.21058,0.00289,4.54119,0.02013,0.20902,2.68159,0.22803,0.21058,1.22302,1.2421,1.15413,4.23704,4.54119,0.66594,1.41905
2026-03-19 03:00:00,4.07956,0.00487,0.13155,0.06051,0.02,0.004,0.009,0.012,0.11342,1.2689,2.03616,2.94441,0.002,0.21102,1.22302,0.00086,0.00389,0.00489,0,0,0.00051,1.15413,2.66907,0.53744,1.31996,0.013,5.49573,2.66825,0.44211,0.87537,0.64607,4.63951,0.22803,0.21058,0.00289,4.53143,0.02008,0.21102,2.66825,0.22803,0.21058,1.22302,1.2421,1.15413,4.22244,4.53143,0.66547,1.41942
2026-03-19 04:00:00,4.28128,0.00486,0.13155,0.06051,0.019,0.004,0.009,0.012,0.11001,1.34287,2.11778,2.66453,0.002,0.21202,1.22669,0.00079,0.00388,0.0049,0,0.00812,0.00051,1.15413,2.83789,0.53744,1.35494,0.013,5.62245,2.65493,0.43959,0.91495,0.67007,4.71575,0.22803,0.20551,0.00289,4.51194,0.02002,0.21202,2.65493,0.22803,0.20551,1.22669,1.24447,1.15413,4.20752,4.51194,0.66615,1.41975
2026-03-19 05:00:00,4.58397,0.00486,0.12219,0.06051,0.019,0.004,0.009,0.012,0.11001,1.39116,2.26025,2.58155,0.002,0.21202,1.22669,0.00079,0.00388,0.00496,0,0.00812,0.00051,1.15813,2.95453,0.54597,1.38759,0.014,5.74918,2.64605,0.43693,0.97078,0.69108,4.79303,0.22803,0.203,0.00262,4.49248,0.01997,0.21202,2.64605,0.22803,0.203,1.22669,1.24714,1.15813,4.19251,4.49248,0.66756,1.42004
2026-03-19 06:00:00,4.98443,0.00485,0.10336,0.06051,0.018,0.004,0.009,0.012,0.10831,1.41214,2.35495,2.58805,0.002,0.21202,1.22669,0.00079,0.00387,0.00496,0,0.00406,0.00056,1.15813,3.05228,0.56413,1.43628,0.014,5.87592,2.62392,0.43412,0.97078,0.76709,4.87,0.22803,0.20426,0.00262,4.47307,0.01992,0.21202,2.62392,0.22803,0.20426,1.22669,1.25002,1.15813,4.17755,4.47307,0.66856,1.42029
2026-03-19 07:00:00,5.27922,0.00485,0.08832,0.06051,0.018,0.004,0.009,0.012,0.10831,1.4333,2.48726,2.59915,0.002,0.21402,1.22669,0.00079,0.00386,0.00504,0,0.00406,0.00051,1.15813,3.12889,0.57376,1.47339,0.014,5.92291,2.61508,0.44016,0.95666,0.77509,4.77593,0.22803,0.20551,0.00262,4.45368,0.01987,0.21402,2.61508,0.22803,0.20551,1.22669,1.24606,1.15813,4.16274,4.45368,0.66926,1.42052
2026-03-19 08:00:00,5.64392,0.00484,0.07702,0.06051,0.018,0.004,0.009,0.012,0.10663,1.40513,2.47832,2.7216,0.002,0.21202,1.23036,0.00072,0.00386,0.00503,0,0.00406,0.00051,1.15813,3.14712,0.56413,1.45685,0.014,5.9699,2.59302,0.45372,0.93756,0.83809,4.68009,0.22503,0.20426,0.00262,4.43433,0.01982,0.21202,2.59302,0.22503,0.20426,1.23036,1.25002,1.15813,4.14792,4.43433,0.66936,1.42073
2026-03-19 09:00:00,6.00812,0.00484,0.07045,0.05042,0.018,0.004,0.009,0.012,0.10831,1.40513,2.48726,2.84434,0.002,0.21102,1.23036,0.00079,0.00385,0.00501,0,-0.00506,0.00056,1.15813,3.1476,0.56413,1.42065,0.014,6.01691,2.56223,0.43914,0.91846,0.82009,4.58284,0.22503,0.20176,0.00262,4.41501,0.01976,0.21102,2.56223,0.22503,0.20176,1.23036,1.254,1.15813,4.13304,4.41501,0.6692,1.42091
2026-03-19 10:00:00,6.1006,0.00484,0.06863,0.05042,0.018,0.004,0.009,0.012,0.10831,1.39116,2.48726,2.97018,0.00217,0.21102,1.23403,0.00079,0.00384,0.00493,0,-0.01115,0.00062,1.16213,3.18793,0.57395,1.38563,0.014,6.0639,2.53153,0.43771,0.90925,0.82409,4.48349,0.22202,0.19927,0.00262,4.39574,0.01971,0.21102,2.53153,0.22202,0.19927,1.23403,1.25797,1.16213,4.11812,4.39574,0.66808,1.42108
2026-03-19 11:00:00,6.09143,0.00484,0.07711,0.05042,0.018,0.004,0.009,0.012,0.10831,1.34971,2.45161,3.04034,0.00217,0.20902,1.23036,0.00079,0.00384,0.00491,0,-0.01321,0.00051,1.16613,3.12769,0.57432,1.36737,0.014,6.11089,2.50968,0.41852,0.86613,0.82009,4.38258,0.22202,0.19927,0.00262,4.38611,0.01966,0.20902,2.50968,0.22202,0.19927,1.23036,1.25797,1.16613,4.10271,4.38611,0.66641,1.42123
2026-03-19 12:00:00,6.22839,0.00483,0.09023,0.05042,0.018,0.004,0.009,0.013,0.10663,1.33605,2.40744,3.16227,0.00226,0.20602,1.23403,0.00079,0.00383,0.00483,0,-0.01118,0.00056,1.17013,2.99355,0.57432,1.33387,0.014,6.15788,2.48788,0.4109,0.8287,0.78909,4.28109,0.22202,0.19927,0.00262,4.35729,0.01961,0.20602,2.48788,0.22202,0.19927,1.23403,1.26196,1.17013,4.08652,4.35729,0.66515,1.4254
2026-03-19 13:00:00,6.43276,0.00483,0.09491,0.05042,0.018,0.004,0.009,0.013,0.10663,1.33605,2.38112,3.45172,0.00226,0.20402,1.23403,0.00079,0.00382,0.00482,0,-0.01321,0.00062,1.17413,2.93639,0.56579,1.26459,0.014,6.04203,2.46178,0.38902,0.80327,0.78009,4.25079,0.22202,0.20176,0.00289,4.34769,0.01956,0.20402,2.46178,0.22202,0.20176,1.23403,1.26994,1.17413,4.06976,4.34769,0.66376,1.43953
2026-03-19 14:00:00,6.41155,0.00482,0.08747,0.04034,0.018,0.004,0.009,0.013,0.10663,1.29552,2.33759,3.80856,0.00226,0.20102,1.23036,0.00079,0.00382,0.00475,0,-0.01524,0.00051,1.17813,2.91592,0.55764,1.21976,0.014,5.92617,2.43577,0.37943,0.76937,0.77109,4.2207,0.22503,0.203,0.00289,4.32854,0.01951,0.20102,2.43577,0.22503,0.203,1.23036,1.26595,1.17813,4.05272,4.32854,0.66245,1.47524
