GMT,SAMC1,SACC1,VONC1,FMWC1,DRMC1,RCVC1,SACC1,FMWC1L,SACC1L,SAMC1L,NCOC1L,SACC1,SAMC1,NCOC1
,QINE,QINE,QINE,QINE,QINE,QINE,SQIN,SQIN,SQIN,SQIN,SQIN,SSTG,SSTG,SSTG
2025-12-17 12:00:00,1.54938,9.88037,9.38733,9.81899,0.13217,0.03363,10.8237,0.01443,0.00976,0.00016,0.00038,5.58,16.01,17.29762
2025-12-17 13:00:00,1.54938,10.4439,9.40464,9.83471,0.13217,0.03363,10.84347,0.01485,0.01058,0.00328,0.00038,5.78,16.01,17.29765
2025-12-17 14:00:00,1.54938,10.96573,9.42195,9.85044,0.13217,0.03432,10.86049,0.01523,0.01286,0.01139,0.00037,5.96,16.01,17.29813
2025-12-17 15:00:00,1.54938,11.2327,9.47395,9.86617,0.13217,0.03363,10.87617,0.01558,0.01628,0.02249,0.00037,6.05,16.01,17.2982
2025-12-17 16:00:00,1.54938,11.2327,9.5956,9.9609,0.13408,0.03363,10.8889,0.01589,0.02059,0.03539,0.00037,6.05,16.01,17.29823
2025-12-17 17:00:00,1.54938,11.02485,9.66533,10.02433,0.14202,0.03363,10.89414,0.01616,0.02559,0.04936,0.00037,5.98,16.01,17.29823
2025-12-17 18:00:00,1.54938,10.87728,9.7877,10.08797,0.14581,0.03363,10.89749,0.0164,0.03112,0.06399,0.00037,5.93,16.01,17.3
2025-12-17 19:00:00,1.54938,10.7891,9.84029,10.13585,0.15169,0.03363,10.90553,0.01662,0.03571,0.07284,0.00037,5.9,16.01,17.29001
2025-12-17 20:00:00,1.54938,10.96573,9.89295,10.16784,0.15781,0.03363,10.92185,0.01681,0.03821,0.07207,0.00037,5.96,16.01,17.31
2025-12-17 21:00:00,1.54938,11.62257,9.91053,10.24806,0.16401,0.03363,10.95911,0.01699,0.03908,0.06552,0.00037,6.18,16.01,17.31999
2025-12-17 22:00:00,1.54938,12.74087,9.96331,10.34477,0.17645,0.03363,11.01782,0.01715,0.03867,0.05551,0.00037,6.55,16.01,17.31999
2025-12-17 23:00:00,1.54938,13.8757,10.01618,10.36094,0.22751,0.03363,11.09011,0.0173,0.03729,0.04342,0.00038,6.92,16.01,17.31999
2025-12-18 00:00:00,1.54938,14.82086,10.03382,10.37713,0.24047,0.03363,11.16799,0.01743,0.03513,0.03009,0.00038,7.22,16.01,17.37002
2025-12-18 01:00:00,1.54938,15.07663,10.05146,10.40953,0.24861,0.03432,11.23893,0.01754,0.03276,0.01897,0.00039,7.3,16.01,17.37002
2025-12-18 02:00:00,1.54938,14.789,10.10447,10.42575,0.25139,0.03432,11.29668,0.01764,0.03058,0.01214,0.0004,7.21,16.01,17.37002
2025-12-18 03:00:00,1.54938,14.37703,10.15755,10.44198,0.25139,0.03432,11.34421,0.01772,0.02855,0.00789,0.00042,7.08,16.01,17.37002
2025-12-18 04:00:00,1.54938,13.96922,10.17526,10.47451,0.24047,0.03503,11.39035,0.01779,0.02664,0.00518,0.00044,6.95,16.01,17.35999
2025-12-18 05:00:00,1.54938,13.50388,10.17526,10.47451,0.2326,0.03575,11.43352,0.01784,0.02482,0.00341,0.00046,6.8,16.01,17.35999
2025-12-18 06:00:00,1.54938,12.95292,10.17526,10.49078,0.2326,0.03648,11.46792,0.01788,0.02307,0.00219,0.00048,6.62,16.01,17.35999
2025-12-18 07:00:00,1.54938,12.41018,10.17526,10.50707,0.2326,0.03723,11.49938,0.0179,0.0215,0.00138,0.0005,6.44,16.01,17.35
2025-12-18 08:00:00,1.54938,11.86498,10.15755,10.50707,0.2326,0.03873,11.5363,0.0179,0.0202,0.00089,0.00052,6.26,16.01,17.35
2025-12-18 09:00:00,1.54938,11.32222,10.12215,10.52338,0.22751,0.03948,11.57442,0.01787,0.0191,0.0006,0.00053,6.08,16.01,17.35
2025-12-18 10:00:00,1.54938,10.84786,10.12215,10.52338,0.2201,0.04024,11.60397,0.01783,0.01816,0.00042,0.00054,5.92,16.01,17.35
2025-12-18 11:00:00,1.54938,10.58656,10.08679,10.52338,0.21531,0.04102,11.62245,0.01776,0.01735,0.00032,0.00054,5.83,16.01,17.35
2025-12-18 12:00:00,1.54938,10.67249,10.06912,10.52338,0.21061,0.04181,11.63315,0.01768,0.01663,0.00025,0.00053,5.86,16.01,17.35
2025-12-18 13:00:00,1.54938,11.08408,10.05146,10.50707,0.2036,0.04181,11.63694,0.01758,0.01595,0.00022,0.00052,6,16.01,17.35
2025-12-18 14:00:00,1.54938,11.5924,10.01618,10.50707,0.19418,0.04262,11.63083,0.01747,0.01529,0.00019,0.00051,6.17,16.01,17.35
2025-12-18 15:00:00,1.54938,11.98689,10.05146,10.52338,0.1919,0.04344,11.61863,0.01736,0.01462,0.00018,0.0005,6.3,16.01,17.35
2025-12-18 16:00:00,1.54938,12.10927,10.12215,10.57239,0.19418,0.04344,11.60407,0.01724,0.01396,0.00017,0.0005,6.34,16.01,17.35
2025-12-18 17:00:00,1.54938,12.01744,10.21072,10.62151,0.18741,0.04344,11.58583,0.01711,0.0133,0.00017,0.00048,6.31,16.01,17.35
2025-12-18 18:00:00,1.54938,11.86498,10.26396,10.63792,0.18302,0.04344,11.56646,0.01698,0.01264,0.00016,0.00047,6.26,16.01,17.35
2025-12-18 19:00:00,1.54938,11.683,10.29951,10.67076,0.1808,0.04344,11.54544,0.01684,0.01205,0.00016,0.00046,6.2,16.01,17.35999
2025-12-18 20:00:00,1.54938,11.62257,10.31729,10.70366,0.17645,0.04344,11.52914,0.0167,0.01156,0.00016,0.00046,6.18,16.01,17.35999
2025-12-18 21:00:00,1.54938,11.83458,10.33509,10.71982,0.1722,0.04344,11.53313,0.01656,0.01116,0.00016,0.00044,6.25,16.01,17.35969
2025-12-18 22:00:00,1.54938,12.59018,10.35289,10.73663,0.17012,0.04344,11.56338,0.01641,0.01082,0.00016,0.00043,6.5,16.01,17.35999
2025-12-18 23:00:00,1.54938,13.68934,10.3707,10.75313,0.16805,0.04344,11.61063,0.01627,0.01053,0.00016,0.00042,6.86,16.01,17.35999
2025-12-19 00:00:00,1.54938,14.72535,10.3707,10.76964,0.15781,0.04344,11.6599,0.01612,0.01028,0.00016,0.00042,7.19,16.01,17.35999
2025-12-19 01:00:00,1.54938,15.33271,10.35289,10.76964,0.15574,0.04344,11.70211,0.01598,0.01008,0.00016,0.00041,7.38,16.01,17.35999
2025-12-19 02:00:00,1.54938,15.26948,10.38853,10.76964,0.1599,0.04344,11.73536,0.01583,0.00991,0.00016,0.0004,7.36,16.01,17.35999
2025-12-19 03:00:00,1.54938,14.91659,10.4242,10.81927,0.15574,0.04262,11.76207,0.01569,0.00979,0.00016,0.00039,7.25,16.01,17.37002
