GMT,SAMC1,SACC1,VONC1,FMWC1,DRMC1,FPOC1,RCVC1,SACC1,FMWC1L,SACC1L,SAMC1L,NCOC1L,SACC1,SAMC1,NCOC1
,QINE,QINE,QINE,QINE,QINE,QINE,QINE,SQIN,SQIN,SQIN,SQIN,SQIN,SSTG,SSTG,SSTG
2026-05-17 12:00:00,3.97653,14.72535,8.38334,8.84987,0.22751,2.7203,0.00373,12.31392,0.02947,0.02323,0.0005,0,7.19,17.45,17.17999
2026-05-17 13:00:00,3.89999,15.80019,8.40008,8.84987,0.22254,3.71041,0.00373,12.27726,0.02946,0.02321,0.0005,0,7.53,17.41,17.17999
2026-05-17 14:00:00,3.80615,16.46241,8.45034,8.81888,0.22502,8.70097,0.00373,12.2344,0.02945,0.02319,0.0005,0,7.74,17.36,17.17999
2026-05-17 15:00:00,3.7508,16.27229,8.5007,8.88091,0.22254,12.10135,0.00348,12.18955,0.02944,0.02317,0.0005,0,7.68,17.33,17.16999
2026-05-17 16:00:00,3.69617,15.80019,8.58481,8.88091,0.22502,13.60152,0.00373,12.15081,0.02943,0.02315,0.0005,0,7.53,17.3,17.16999
2026-05-17 17:00:00,3.67811,15.23728,8.61852,8.9588,0.22751,15.00167,0.00473,12.11296,0.02942,0.02313,0.00049,0,7.35,17.29,17.18999
2026-05-17 18:00:00,3.69617,14.59834,8.63539,8.99006,0.22751,15.40172,0.00807,12.07721,0.02941,0.02311,0.00049,0,7.15,17.3,17.17999
2026-05-17 19:00:00,3.76917,13.96922,8.65227,9.06849,0.21295,16.10179,0.00965,12.0556,0.0294,0.02309,0.00049,0,6.95,17.34,17.18999
2026-05-17 20:00:00,3.78762,13.38074,8.60166,9.03707,0.21295,16.00178,0.00931,12.05278,0.02939,0.02307,0.00049,0,6.76,17.35,17.17999
2026-05-17 21:00:00,3.76917,12.65038,8.61852,9.1473,0.2083,16.20181,0.00837,12.06884,0.02938,0.02305,0.00049,0,6.52,17.34,17.17999
2026-05-17 22:00:00,3.76917,11.98689,8.60166,9.16311,0.21295,15.90177,0.00779,12.09725,0.02937,0.02303,0.00049,0,6.3,17.34,17.14999
2026-05-17 23:00:00,3.73251,11.32222,8.61852,9.16311,0.21061,14.90166,0.00725,12.12573,0.02936,0.02301,0.00049,0,6.08,17.32,17.15999
2026-05-18 00:00:00,3.73251,10.84786,8.5007,9.1473,0.20602,12.20136,0.007,12.15061,0.02935,0.023,0.00049,0,5.92,17.32,17.14
2026-05-18 01:00:00,3.69617,10.58656,8.4839,9.19478,0.22254,9.81109,0.00662,12.15923,0.02934,0.02298,0.00049,0,5.83,17.3,17.13
