GMT,FRAC1,LTDC1,HIDC1,BHNC1,MPAC1,OWCC1,BNCC1,BCKC1,MEEC1,HPIC1,POHC1,EXQC1,DSNC1,STVC1,NWMC1,LGCC1,WARC1,LGAC1,PNEC1,LBDC1,OREC1,PATC1,HETC1,LNRC1,CHVC1F,DCMC1,NDPC1,MDSC1,NDVC1,NSWC1,AVYC1,NMSC1,OBBC1,RIPC1,PTTC1,VNSC1,KNFC1L,STVC1,MDSC1,OBBC1,RIPC1,NWMC1,CRDC1,PATC1,MZRC1,VNSC1,AVYC1L,NDPC1L
,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,SQIN,SQIN
2025-12-24 18:00:00,5.83796,0.00235,0.04799,0,0.003,0.001,0.002,0.005,0.02116,0.21295,0.60933,1.24996,0.01436,0.13301,0.67965,0.00001,0,0.00001,0,0.00291,0.00001,0.72508,3.01978,1.80979,3.09863,0.00751,7.66227,4.71298,0.39785,1.21277,2.45527,6.07144,0.24203,0.20677,0,5.81594,0.10439,0.13301,4.71298,0.24203,0.20677,0.67965,0.70888,0.72508,5.62188,5.81594,2.51449,2.88809
2025-12-24 19:00:00,6.01562,0.00352,0.03948,0,0.003,0.001,0.002,0.005,0.02116,0.22707,0.70503,0.79326,0.01436,0.13401,0.6827,0.00001,0,0.00001,0,0.0088,0.00001,0.73508,3.09435,1.90194,3.25074,0.006,8.14388,4.68898,0.30543,1.08243,3.17635,6.64999,0.24903,0.20677,0,5.79422,0.20719,0.13401,4.68898,0.24903,0.20677,0.6827,0.71197,0.73508,5.6112,5.79422,2.73805,2.93196
2025-12-24 20:00:00,6.00576,0.00512,0.03967,0,0.003,0.001,0.002,0.005,0.02116,0.29634,0.7977,1.0678,0.01436,0.13401,0.68576,0.00001,0,0.00001,0,0.01466,0.00001,0.73808,3.15218,1.9151,2.98428,0.009,8.62549,4.66507,0.24572,0.95095,3.68241,7.12661,0.26003,0.21186,0,5.77253,0.30998,0.13401,4.66507,0.26003,0.21186,0.68576,0.71197,0.73808,5.60135,5.77253,2.80193,2.96486
2025-12-24 21:00:00,6.2512,0.00681,0.03981,0,-0.009,0.002,0.002,0.005,0.02116,0.30262,0.81286,1.20477,0.01436,0.13602,0.68576,0.00001,0,0,0,0.00877,0.00001,0.73508,3.0211,1.86378,2.71785,0.01,9.1071,4.62905,0.21705,0.91725,3.14935,7.58554,0.26703,0.21838,0,5.7617,0.41278,0.13602,4.62905,0.26703,0.21838,0.68576,0.71508,0.73508,5.59077,5.7617,2.82447,2.99044
2025-12-24 22:00:00,6.37601,0.00845,0.03127,0,0.015,0.002,0.003,0.005,0.02505,0.31216,0.79268,1.15883,0.01473,0.13702,0.68882,0.00001,0,0.00001,0,0.00877,0.00001,0.73808,2.88809,1.74469,2.42383,0.002,9.1071,4.55206,0.20826,0.89818,2.45527,7.92676,0.27803,0.21572,0,5.72926,0.51557,0.13702,4.55206,0.27803,0.21572,0.68882,0.71508,0.73808,5.57942,5.72926,2.69279,3.01091
2025-12-24 23:00:00,6.06372,0.01022,0.0184,0,-0.009,0.003,0.003,0.005,0.02368,0.29634,0.73367,1.18141,0.01473,0.13902,0.69188,0.00001,0,0.00001,0,0.02051,0.00001,0.74208,2.75758,1.64482,2.14429,0.001,9.1071,4.48192,0.23487,0.84821,2.02023,8.19019,0.45305,0.21443,0,5.71847,0.61837,0.13902,4.48192,0.45305,0.21443,0.69188,0.71197,0.74208,5.56743,5.71847,2.46691,3.02766
2025-12-25 00:00:00,5.75237,0.01247,0.03152,0,0.003,0.003,0.003,0.005,0.02368,0.28401,0.72406,1.27257,0.01511,0.13902,0.69188,0.00001,0,0.00001,0,0.0088,0.00001,0.73808,2.44285,1.47363,1.90474,0.001,9.1071,4.40056,0.23966,0.80165,1.8322,8.50836,0.47605,0.21443,0,5.71847,0.72116,0.13902,4.40056,0.47605,0.21443,0.69188,0.71197,0.73808,5.5541,5.71847,2.30104,3.04162
2025-12-25 01:00:00,5.93931,0.0156,0.04891,0,0.003,0.004,0.003,0.005,0.02239,0.27796,0.70976,1.66073,0.01511,0.13902,0.69188,0.00001,0,0.00001,0,-0.00586,0.00001,0.73808,2.31253,1.42772,1.5727,0.001,9.1071,4.3315,0.23226,0.85972,1.85121,8.98817,0.66707,0.21838,0,5.70768,0.68723,0.13902,4.3315,0.66707,0.21838,0.69188,0.71197,0.73808,5.5382,5.70768,2.16182,3.05343
2025-12-25 02:00:00,6.06412,0.01939,0.03581,0,0.028,0.004,0.003,0.005,0.02239,0.26314,0.68626,1.7979,0.01511,0.13902,0.69496,0.00001,0,0.00001,0,-0.01171,0.00001,0.74208,2.2006,1.4366,1.5003,0.001,9.1071,4.26305,0.22049,0.82555,1.95922,9.49437,0.8791,0.22112,0,5.70768,0.6533,0.13902,4.26305,0.8791,0.22112,0.69496,0.70888,0.74208,5.51918,5.70768,2.08614,3.06355
