GMT,SAMC1,SACC1,VONC1,FMWC1,DRMC1,FPOC1,RCVC1,SACC1,FMWC1L,SACC1L,SAMC1L,NCOC1L,SACC1,SAMC1,NCOC1
,QINE,QINE,QINE,QINE,QINE,QINE,QINE,SQIN,SQIN,SQIN,SQIN,SQIN,SSTG,SSTG,SSTG
2026-05-27 12:00:00,2.3976,14.85275,8.5007,9.29015,0.20602,7.67085,0.02906,10.69688,0.02795,0.04134,0.02831,0,7.23,16.55,17.6
2026-05-27 13:00:00,2.37991,14.6618,8.56796,9.35404,0.21061,10.90121,0.02906,10.72629,0.02812,0.04021,0.01794,0,7.17,16.54,17.60999
2026-05-27 14:00:00,2.3976,14.18829,8.68607,9.38466,0.21531,12.50139,0.02844,10.75463,0.02829,0.03896,0.01158,0,7.02,16.55,17.62001
2026-05-27 15:00:00,2.41541,13.72034,8.77072,9.44604,0.2083,13.30148,0.02844,10.78355,0.02846,0.0376,0.00762,0,6.87,16.56,17.64001
2026-05-27 16:00:00,2.41541,13.19678,8.82163,9.47683,0.21061,13.90155,0.02844,10.81592,0.02864,0.03617,0.00511,0,6.7,16.56,17.64999
2026-05-27 17:00:00,2.41541,12.62026,8.85562,9.53854,0.2083,14.20158,0.02844,10.85788,0.02881,0.03468,0.00346,0,6.51,16.56,17.65999
2026-05-27 18:00:00,2.41541,12.04802,8.87263,9.56949,0.21061,14.80165,0.02844,10.91083,0.02899,0.03314,0.00232,0,6.32,16.56,17.66999
2026-05-27 19:00:00,2.41541,11.41202,8.90667,9.60048,0.2083,14.70164,0.02844,10.97609,0.02915,0.03169,0.00157,0,6.11,16.56,17.68001
2026-05-27 20:00:00,2.3976,10.87728,8.9237,9.63153,0.20602,13.10146,0.02844,11.05619,0.02929,0.03045,0.00112,0,5.93,16.55,17.69999
2026-05-27 21:00:00,2.41541,10.52941,8.9237,9.63153,0.2036,10.70119,0.02784,11.14195,0.02941,0.02937,0.00085,0,5.81,16.56,17.71
2026-05-27 22:00:00,2.41541,10.67249,8.94076,9.64707,0.2012,7.1908,0.02784,11.2129,0.02951,0.02841,0.00069,0,5.86,16.56,17.72001
2026-05-27 23:00:00,2.3976,11.26251,8.95781,9.67821,0.19883,6.2407,0.02784,11.26715,0.02959,0.02755,0.0006,0,6.06,16.55,17.74001
2026-05-28 00:00:00,2.41541,11.95637,8.95781,9.66264,0.2012,6.45072,0.02725,11.30937,0.02965,0.02676,0.00054,0,6.29,16.56,17.75
2026-05-28 01:00:00,2.43333,12.47008,8.97488,9.67821,0.2012,8.65096,0.02725,11.34456,0.02969,0.02605,0.0005,0,6.46,16.57,17.75999
2026-05-28 02:00:00,2.41541,12.56011,8.99195,9.67821,0.2012,10.50117,0.02725,11.37087,0.02972,0.02542,0.00048,0,6.49,16.56,17.75999
2026-05-28 03:00:00,2.41541,12.41018,9.02614,9.7094,0.2036,11.40127,0.02667,11.38978,0.02974,0.02486,0.00047,0,6.44,16.56,17.75999
2026-05-28 04:00:00,2.43333,12.20136,9.06035,9.7094,0.21769,11.21889,0.02667,11.40675,0.02975,0.02435,0.00046,0,6.37,16.57,17.77
2026-05-28 05:00:00,2.41541,11.86498,9.11175,9.74065,0.22751,11.0288,0.0261,11.42126,0.02975,0.02388,0.00046,0,6.26,16.56,17.77
2026-05-28 06:00:00,2.43333,11.56226,9.12891,9.75629,0.22254,10.83264,0.0261,11.43322,0.02974,0.02344,0.00045,0,6.16,16.57,17.77
2026-05-28 07:00:00,2.43333,11.32222,9.14607,9.77195,0.22502,10.63191,0.02667,11.44635,0.02973,0.02329,0.00265,0,6.08,16.57,17.78001
2026-05-28 08:00:00,2.43333,11.56226,9.14607,9.78761,0.22751,10.42774,0.0261,11.46404,0.02973,0.02364,0.00836,0,6.16,16.57,17.78001
2026-05-28 09:00:00,2.43333,12.50006,9.16324,9.8033,0.22502,10.22184,0.0261,11.48802,0.02975,0.02437,0.01619,0,6.47,16.57,17.79001
2026-05-28 10:00:00,2.45139,13.78241,9.18041,9.81899,0.22502,10.23877,0.02554,11.51931,0.02978,0.02539,0.02528,0,6.89,16.58,17.81
2026-05-28 11:00:00,2.45139,14.98053,9.21481,9.85044,0.22502,10.25846,0.02554,11.55372,0.02982,0.02665,0.03512,0,7.27,16.58,17.83
2026-05-28 12:00:00,2.45139,15.83152,9.26646,9.86617,0.22502,10.28225,0.02554,11.58408,0.02987,0.02809,0.04543,0,7.54,16.58,17.86001
2026-05-28 13:00:00,2.45139,15.98848,9.33547,9.88036,0.22254,10.30961,0.025,11.60743,0.02995,0.02966,0.05381,0,7.59,16.58,17.88999
2026-05-28 14:00:00,2.45139,15.61264,9.43927,9.89769,0.21769,10.33804,0.025,11.62554,0.03007,0.03135,0.05883,0,7.47,16.58,17.93001
2026-05-28 15:00:00,2.43333,15.17295,9.50866,9.94508,0.21769,10.36478,0.025,11.64296,0.03023,0.03313,0.06183,0,7.33,16.57,17.98
2026-05-28 16:00:00,2.45139,14.6618,9.5956,9.97673,0.2083,10.3886,0.025,11.66351,0.03044,0.03497,0.06363,0,7.17,16.58,18.02999
2026-05-28 17:00:00,2.43333,14.09425,9.63044,10.00845,0.20602,10.41022,0.024,11.69183,0.03068,0.03686,0.06471,0,6.99,16.57,18.07
2026-05-28 18:00:00,2.43333,13.50388,9.66533,10.04022,0.20602,10.43177,0.02302,11.73179,0.03096,0.03879,0.06534,0,6.8,16.57,18.12001
2026-05-28 19:00:00,2.43333,12.92255,9.71771,10.05612,0.21061,10.45623,0.02121,11.78748,0.03127,0.04021,0.06358,0,6.61,16.57,18.16999
2026-05-28 20:00:00,2.43333,12.32053,9.75269,10.08797,0.2012,10.48705,0.02007,11.85528,0.0316,0.04067,0.05824,0,6.41,16.57,18.21
2026-05-28 21:00:00,2.43333,11.74354,9.77019,10.11988,0.2036,10.52727,0.01953,11.92771,0.03195,0.0404,0.05075,0,6.22,16.57,18.24
2026-05-28 22:00:00,2.43333,11.35212,9.7877,10.13585,0.19883,10.57773,0.01856,11.99692,0.03233,0.03955,0.04197,0,6.09,16.57,18.27999
2026-05-28 23:00:00,2.43333,11.32222,9.82275,10.13585,0.2012,10.63631,0.01812,12.05472,0.03274,0.03825,0.03242,0,6.08,16.57,18.31
2026-05-29 00:00:00,2.43333,11.77386,9.84029,10.16784,0.19649,10.69855,0.0177,12.10449,0.03316,0.0366,0.02241,0,6.23,16.57,18.33
2026-05-29 01:00:00,2.43333,12.35039,9.85784,10.16784,0.19883,10.75957,0.01729,12.15086,0.03359,0.03491,0.0142,0,6.42,16.57,18.35999
2026-05-29 02:00:00,2.43333,12.77109,9.91053,10.21593,0.2012,10.81669,0.01688,12.19078,0.03404,0.0334,0.00918,0,6.56,16.57,18.37001
