GMT,SAMC1,SACC1,VONC1,FMWC1,DRMC1,RCVC1,SACC1,FMWC1L,SACC1L,SAMC1L,NCOC1L,SACC1,SAMC1,NCOC1
,QINE,QINE,QINE,QINE,QINE,QINE,SQIN,SQIN,SQIN,SQIN,SQIN,SSTG,SSTG,SSTG
2025-12-31 12:00:00,15.62181,63.42789,54.13198,58.25957,0.84687,0.17246,61.5263,0.55183,0.0653,0.00045,0.02238,21.43,22.1,30.91
2025-12-31 13:00:00,15.47306,63.24385,53.92861,57.6972,0.84209,0.17102,61.32048,0.54066,0.06501,0.00045,0.02183,21.38,22.05,30.85
2025-12-31 14:00:00,15.32539,63.02505,53.78349,57.13904,0.84209,0.16946,61.14167,0.52976,0.06474,0.00045,0.02131,21.32,22,30.78
2025-12-31 15:00:00,15.1496,62.77043,53.55155,56.66397,0.83727,0.16791,60.91756,0.51913,0.06446,0.00045,0.02081,21.25,21.94,30.71
2025-12-31 16:00:00,15.00429,62.516,53.40673,56.32438,0.82771,0.16638,60.74106,0.50876,0.06419,0.00045,0.02032,21.18,21.89,30.64
2025-12-31 17:00:00,14.83133,62.3344,53.20418,55.96162,0.82771,0.16486,60.49762,0.49863,0.06392,0.00045,0.01985,21.13,21.83,30.57
2025-12-31 18:00:00,14.68836,62.11659,52.97298,55.73561,0.82297,0.16335,60.27004,0.48876,0.06365,0.00045,0.01938,21.07,21.78,30.50001
2025-12-31 19:00:00,14.54645,61.89893,52.68439,55.41969,0.81357,0.16186,60.09932,0.47912,0.06357,0.00149,0.01894,21.01,21.73,30.43
2025-12-31 20:00:00,14.37753,61.64517,52.56908,55.10579,0.80891,0.16186,59.86408,0.46972,0.06383,0.00419,0.01852,20.94,21.67,30.36
2025-12-31 21:00:00,14.23791,61.53648,52.25238,54.79252,0.79967,0.16038,59.69158,0.46056,0.06434,0.00789,0.0181,20.91,21.62,30.29
2025-12-31 22:00:00,14.15465,61.35541,52.07988,54.39137,0.79509,0.15891,59.4853,0.45162,0.06505,0.01219,0.01771,20.86,21.59,30.21
2025-12-31 23:00:00,14.0442,61.17444,51.90754,54.16997,0.79967,0.15746,59.24604,0.4429,0.06591,0.01685,0.01733,20.81,21.55,30.14
2026-01-01 00:00:00,13.93441,60.99356,51.7067,53.81855,0.79967,0.15602,58.95443,0.43439,0.0669,0.02172,0.01695,20.76,21.51,30.07
2026-01-01 01:00:00,13.7981,60.81279,51.50609,53.59961,0.79026,0.15456,58.79755,0.42609,0.06869,0.02882,0.01659,20.71,21.46,30
2026-01-01 02:00:00,13.6628,60.596,51.24849,53.33761,0.78069,0.15311,58.50981,0.418,0.0718,0.03937,0.01625,20.65,21.41,29.93
