GMT,FRAC1,LTDC1,HIDC1,BHNC1,MPAC1,OWCC1,BNCC1,BCKC1,MEEC1,HPIC1,POHC1,EXQC1,DSNC1,STVC1,NWMC1,LGCC1,WARC1,LGAC1,PNEC1,LBDC1,OREC1,PATC1,HETC1,LNRC1,CHVC1F,DCMC1,NDPC1,MDSC1,NDVC1,NSWC1,AVYC1,NMSC1,OBBC1,RIPC1,PTTC1,VNSC1,KNFC1L,STVC1,MDSC1,OBBC1,RIPC1,NWMC1,CRDC1,PATC1,MZRC1,VNSC1,AVYC1L,NDPC1L
,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,SQIN,SQIN
2026-02-18 18:00:00,4.17763,0.36491,1.16312,1.68227,1.09312,0.12001,0.71108,0.99111,2.76089,0.14876,0.26147,4.30261,0.65707,1.19113,1.78523,0.07734,0.02821,0.23138,0.28339,0.50291,0.28053,1.50917,0.45747,0.17477,0.22569,1.96922,4.59086,3.94631,0.08066,0.13438,0.21402,2.84019,0.60007,0.67772,0.065,5.13253,0.73745,1.19113,3.94631,0.60007,0.67772,1.78523,1.57201,1.50917,4.28395,5.13253,0.17213,2.92485
2026-02-18 19:00:00,3.58181,0.32841,1.05973,1.48058,0.98711,0.10801,0.66107,0.9061,2.81,0.14884,0.26722,4.35385,0.54717,1.19113,1.81043,0.0688,0.02522,0.20093,0.23509,0.33293,0.26903,1.52717,0.51504,0.16513,0.17653,2.13324,4.74776,4.02833,0.07866,0.16382,0.22002,2.75851,0.57106,0.72169,0.06161,5.2254,0.69272,1.19113,4.02833,0.57106,0.72169,1.81043,1.59846,1.52717,4.33707,5.2254,0.17085,2.9237
2026-02-18 20:00:00,2.98583,0.30352,0.96418,1.31315,0.8791,0.10801,0.61207,0.83109,2.83219,0.14893,0.27597,4.27704,0.46104,1.19713,1.83575,0.06076,0.02222,0.16978,0.20326,0.32937,0.25785,1.54517,0.51567,0.15476,0.08764,2.30426,4.90466,4.13359,0.07788,0.18202,0.22703,2.67544,0.54306,0.77273,0.05939,5.28771,0.64799,1.19713,4.13359,0.54306,0.77273,1.83575,1.62509,1.54517,4.39053,5.28771,0.16984,2.92284
2026-02-18 21:00:00,2.32781,0.28525,0.86056,1.17297,0.81109,0.08301,0.55906,0.77809,2.82478,0.14853,0.27891,4.12181,0.36914,1.19713,1.85695,0.05403,0.01923,0.14179,0.18313,0.3754,0.23988,1.55917,0.45755,0.15441,0.11656,2.46027,5.06155,4.23472,0.07659,0.19712,0.22903,2.59102,0.51906,0.82009,0.05722,5.37128,0.60326,1.19713,4.23472,0.51906,0.82009,1.85695,1.65192,1.55917,4.4452,5.37128,0.16909,2.92216
2026-02-18 22:00:00,1.79505,0.26683,0.78081,1.04887,0.72508,0.07101,0.43605,0.73608,2.80631,0.14938,0.28785,3.69391,0.2988,1.22614,1.88677,0.04925,0.01624,0.12471,0.16153,0.34355,0.2295,1.57718,0.47561,0.16411,0.20471,2.60929,4.98198,4.33723,0.07619,0.20239,0.23403,2.50522,0.49906,0.85356,0.05508,5.42377,0.55853,1.22614,4.33723,0.49906,0.85356,1.88677,1.67895,1.57718,4.50202,5.42377,0.16864,2.92163
2026-02-18 23:00:00,1.48208,0.24356,0.71704,0.96002,0.67808,0.05801,0.38541,0.67608,2.76831,0.15011,0.29086,3.26579,0.26506,1.24014,1.91246,0.04468,0.01324,0.11021,0.15002,0.2869,0.21611,1.60018,0.43741,0.17414,0.33605,2.75031,4.90242,4.45277,0.07386,0.16764,0.23503,2.41767,0.48805,0.89017,0.05298,5.49764,0.5138,1.24014,4.45277,0.48805,0.89017,1.91246,1.70616,1.60018,4.56177,5.49764,0.16802,2.92119
2026-02-19 00:00:00,1.45057,0.21346,0.66927,0.88843,0.62907,0.07001,0.35465,0.64907,2.71277,0.151,0.29999,2.89159,0.23375,1.26914,1.93829,0.03965,0.01025,0.09669,0.1244,0.27272,0.20642,1.62318,0.40574,0.18343,0.39017,2.87632,4.82285,4.56411,0.07525,0.15623,0.23703,2.32813,0.47205,0.91546,0.05093,5.5613,0.46907,1.26914,4.56411,0.47205,0.91546,1.93829,1.75657,1.62318,4.62459,5.5613,0.16698,2.92082
2026-02-19 01:00:00,1.63844,0.19545,0.61348,0.79976,0.60107,0.05801,0.33404,0.64307,2.63876,0.1518,0.30926,2.51792,0.21184,1.31615,1.96856,0.03759,0.00988,0.08649,0.11355,0.29747,0.19393,1.64618,0.45774,0.20163,0.35088,2.95933,4.74328,4.67103,0.07452,0.13821,0.24503,2.23875,0.46005,0.93144,0.04791,5.61458,0.44187,1.31615,4.67103,0.46005,0.93144,1.96856,1.82163,1.64618,4.6905,5.61458,0.16577,2.92051
2026-02-19 02:00:00,1.9522,0.18662,0.55768,0.73833,0.55106,0.04601,0.35204,0.60907,2.57246,0.15248,0.31285,2.14425,0.18887,1.36415,1.99463,0.03427,0.0095,0.07884,0.09722,0.27975,0.19393,1.67419,0.47199,0.22094,0.38825,3.02434,4.66372,4.76119,0.07413,0.11667,0.25503,2.15108,0.44905,0.93465,0.04595,5.68952,0.41467,1.36415,4.76119,0.44905,0.93465,1.99463,1.87349,1.67419,4.75968,5.68952,0.16482,2.92025
2026-02-19 03:00:00,2.29693,0.17649,0.52575,0.70208,0.51506,0.05801,0.31604,0.59407,2.47887,0.15307,0.3162,1.71764,0.17302,1.41916,2.02522,0.03235,0.00913,0.07293,0.08766,0.23373,0.18195,1.70619,0.46808,0.22092,0.48769,3.04734,4.58415,4.84013,0.07346,0.13144,0.26603,2.0651,0.44105,0.92823,0.04402,5.7541,0.38748,1.41916,4.84013,0.44105,0.92823,2.02522,1.92598,1.70619,4.83204,5.7541,0.16411,2.92002
