GMT,FRAC1,LTDC1,HIDC1,BHNC1,MPAC1,OWCC1,BNCC1,BCKC1,MEEC1,HPIC1,POHC1,EXQC1,DSNC1,STVC1,NWMC1,LGCC1,WARC1,LGAC1,PNEC1,LBDC1,OREC1,PATC1,HETC1,LNRC1,CHVC1F,DCMC1,NDPC1,MDSC1,NDVC1,NSWC1,AVYC1,NMSC1,OBBC1,RIPC1,PTTC1,VNSC1,KNFC1L,STVC1,MDSC1,OBBC1,RIPC1,NWMC1,CRDC1,PATC1,MZRC1,VNSC1,AVYC1L,NDPC1L
,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,SQIN,SQIN
2025-12-31 12:00:00,1.14299,0.01456,0.06866,0.04859,0.017,0.003,0.008,0.014,0.06214,0.18362,0.3956,1.0934,0.01951,0.14402,0.92928,0.00072,0,0.00093,0,-0.01018,0.00001,0.94911,0.56329,0.20539,0.33011,0.035,2.00964,0.41778,0.064,0.13574,0.30503,1.23665,0.24203,0.22806,0.00125,1.9878,0.03817,0.14402,0.41778,0.24203,0.22806,0.92928,0.98225,0.94911,1.54918,1.9878,0.26489,0.59282
2025-12-31 13:00:00,1.04403,0.01448,0.0686,0.04759,0.029,0.003,0.008,0.014,0.06059,0.18096,0.39208,0.9911,0.01909,0.14502,0.92596,0.00072,0,0.00093,0,-0.00141,0.00001,0.94611,0.58168,0.20377,0.34602,0.032,1.99415,0.41506,0.064,0.1345,0.29703,1.08983,0.24603,0.22806,0.00125,1.98055,0.03805,0.14502,0.41506,0.24603,0.22806,0.92596,0.97868,0.94611,1.542,1.98055,0.2638,0.63249
2025-12-31 14:00:00,1.01121,0.0144,0.06333,0.04759,0.029,0.003,0.008,0.014,0.05907,0.17817,0.39208,0.8631,0.01867,0.14402,0.92264,0.00072,0,0.00092,0,0.00294,0.00001,0.9421,0.60078,0.18297,0.35202,0.03,1.97867,0.41236,0.06399,0.13265,0.30003,0.94345,0.24203,0.22666,0.00125,1.97331,0.03793,0.14402,0.41236,0.24203,0.22666,0.92264,0.97512,0.9421,1.53499,1.97331,0.26313,0.63258
2025-12-31 15:00:00,1.01155,0.01432,0.06339,0.04051,0.028,0.003,0.008,0.014,0.05907,0.17817,0.39208,0.6576,0.01825,0.14402,0.92264,0.00072,0,0.00086,0,0.00294,0.00001,0.9421,0.56439,0.18151,0.36924,0.029,1.96319,0.40965,0.06399,0.13203,0.30003,0.79679,0.24203,0.22806,0.00125,1.96608,0.03782,0.14402,0.40965,0.24203,0.22806,0.92264,0.97512,0.9421,1.52811,1.96608,0.26219,0.63268
2025-12-31 16:00:00,1.01176,0.01425,0.06351,0.03334,0.028,0.003,0.008,0.014,0.05907,0.17817,0.38858,0.52933,0.01785,0.14302,0.91602,0.00072,0,0.00085,0,0.00589,0.00001,0.9421,0.52899,0.1976,0.35301,0.034,1.94771,0.40965,0.06398,0.13203,0.29503,0.64942,0.24203,0.22806,0.00125,1.95885,0.0377,0.14302,0.40965,0.24203,0.22806,0.91602,0.97156,0.9421,1.52136,1.95885,0.26056,0.63279
2025-12-31 17:00:00,1.1429,0.01418,0.06351,0.04034,0.028,0.003,0.008,0.013,0.05759,0.17817,0.38858,0.42724,0.01744,0.14302,0.91602,0.00072,0,0.00079,0,0.0088,0.00001,0.9341,0.53098,0.19574,0.338,0.034,1.93223,0.40696,0.06298,0.13265,0.29703,0.5018,0.24203,0.22666,0.00125,1.95165,0.03758,0.14302,0.40696,0.24203,0.22666,0.91602,0.96801,0.9341,1.51471,1.95165,0.25865,0.63291
2025-12-31 18:00:00,1.40483,0.01412,0.05824,0.04134,0.028,0.003,-0.004,0.013,0.05759,0.18362,0.38858,0.32515,0.01701,0.14302,0.91272,0.00076,0,0.00078,0,0.00438,0.00001,0.9311,0.57086,0.17646,0.36426,0.03,1.91675,0.40427,0.06297,0.13327,0.30003,0.35457,0.24203,0.22666,0.00125,1.94445,0.03746,0.14302,0.40427,0.24203,0.22666,0.91272,0.96801,0.9311,1.50819,1.94445,0.25715,0.63304
2025-12-31 19:00:00,1.53645,0.01404,0.05292,0.04234,0.028,0.003,0.008,0.013,0.05615,0.18096,0.38509,0.37617,0.0166,0.14302,0.90941,0.00079,0,0.00072,0,0.01907,0.00001,0.9311,0.60997,0.18497,0.3875,0.028,1.92539,0.40427,0.06297,0.1345,0.29203,0.4199,0.24203,0.22527,0.00125,1.93726,0.03734,0.14302,0.40427,0.24203,0.22527,0.90941,0.96447,0.9311,1.50187,1.93726,0.25694,0.63319
2025-12-31 20:00:00,1.53677,0.01396,0.05802,0.04134,0.028,0.003,0.008,0.013,0.05615,0.18096,0.38858,0.42719,0.01618,0.14302,0.90612,0.00079,0,0.00072,0,0.02643,0.00001,0.9311,0.59268,0.21254,0.42582,0.03,1.93404,0.40157,0.06297,0.1413,0.29703,0.48661,0.24203,0.22527,0.00125,1.93009,0.03723,0.14302,0.40157,0.24203,0.22527,0.90612,0.96093,0.9311,1.49573,1.93009,0.2581,0.63335
2025-12-31 21:00:00,1.53611,0.01389,0.05791,0.05451,0.028,0.002,0.008,0.013,0.05474,0.18362,0.38858,0.53008,0.01577,0.14302,0.90612,0.00086,0,0.00072,0,0.00883,0.00001,0.9311,0.63018,0.22124,0.45341,0.026,1.94269,0.39889,0.06296,0.14992,0.29703,0.55491,0.24203,0.22527,0.00125,1.92291,0.03711,0.14302,0.39889,0.24203,0.22527,0.90612,0.96447,0.9311,1.48969,1.92291,0.26086,0.63354
2025-12-31 22:00:00,1.53577,0.01382,0.05763,0.05459,0.028,0.002,0.008,0.013,0.05474,0.18362,0.38858,0.68429,0.01535,0.14302,0.90282,0.0009,0,0.00072,0,0.00003,0.00001,0.9271,0.68533,0.22142,0.46204,0.027,1.95134,0.39621,0.06296,0.1579,0.29203,0.6281,0.24203,0.22527,0.00125,1.91576,0.03699,0.14302,0.39621,0.24203,0.22527,0.90282,0.96093,0.9271,1.48382,1.91576,0.26851,0.63376
2025-12-31 23:00:00,1.53593,0.01376,0.0627,0.04759,0.028,0.002,0.008,0.012,0.05474,0.1863,0.39208,0.83817,0.01494,0.14202,0.90612,0.00093,0,0.00072,0,0.003,0.00001,0.9271,0.68541,0.23933,0.45262,0.026,1.95999,0.39621,0.06366,0.16587,0.30003,0.70381,0.24203,0.22527,0.00125,1.91576,0.03688,0.14202,0.39621,0.24203,0.22527,0.90612,0.96093,0.9271,1.47809,1.91576,0.27867,0.634
2026-01-01 00:00:00,1.56889,0.0137,0.06783,0.04759,0.015,0.002,0.008,0.012,0.05474,0.19173,0.3956,0.94047,0.01453,0.14202,0.90282,0.00101,0,0.00072,0,0.0118,0.00001,0.9271,0.62908,0.26642,0.4966,0.023,1.96863,0.39354,0.06647,0.17388,0.29503,0.77713,0.23903,0.22387,0.00125,1.90862,0.03676,0.14202,0.39354,0.23903,0.22387,0.90282,0.96093,0.9271,1.47244,1.90862,0.28645,0.63429
2026-01-01 01:00:00,1.73235,0.01365,0.07295,0.04759,0.027,0.002,0.008,0.012,0.05474,0.19448,0.3956,0.9405,0.01413,0.14202,0.89954,0.0011,0,0.00072,0,-0.0058,0.00001,0.9271,0.62908,0.27639,0.55473,0.023,2.04613,0.39354,0.0665,0.18188,0.29503,0.82973,0.24203,0.22387,0.00125,1.90149,0.03746,0.14202,0.39354,0.24203,0.22387,0.89954,0.9574,0.9271,1.46686,1.90149,0.29632,0.63464
2026-01-01 02:00:00,1.96183,0.01359,0.06766,0.04859,0.027,0.003,0.008,0.012,0.05474,0.20005,0.39914,1.04289,0.01384,0.14202,0.89625,0.00119,0,0.00072,0,-0.01165,0.00001,0.9191,0.70408,0.28682,0.60786,0.02251,2.12362,0.39088,0.06753,0.18185,0.29703,0.8846,0.24203,0.22387,0.00125,1.90149,0.03816,0.14202,0.39088,0.24203,0.22387,0.89625,0.9574,0.9191,1.46142,1.90149,0.30741,0.63505
2026-01-01 03:00:00,2.25773,0.01354,0.06757,0.03542,0.027,0.003,0.008,0.012,0.05336,0.20287,0.40626,1.19573,0.01377,0.14102,0.89954,0.00119,0,0.00072,0,0.003,0.00001,0.9231,0.70496,0.29867,0.67794,0.022,2.20111,0.38822,0.06857,0.18368,0.30203,0.94619,0.24603,0.22249,0.00125,1.89437,0.03887,0.14102,0.38822,0.24603,0.22249,0.89954,0.9574,0.9231,1.45615,1.89437,0.32725,0.63555
2026-01-01 04:00:00,2.58562,0.01349,0.07286,0.02834,0.027,0.003,0.008,0.012,0.05336,0.20005,0.41344,1.19516,0.01463,0.14002,0.89625,0.00119,0,0.00072,0,0.01474,0.00001,0.9231,0.70573,0.31018,0.67573,0.02299,2.2786,0.38822,0.06961,0.20645,0.30203,1.02507,0.24603,0.22387,0.00125,1.89437,0.03957,0.14002,0.38822,0.24603,0.22387,0.89625,0.9574,0.9231,1.45104,1.89437,0.3725,0.63618
2026-01-01 05:00:00,2.62202,0.01346,0.07801,0.02125,0.027,0.003,0.008,0.012,0.05474,0.2083,0.41706,1.24627,0.01613,0.14102,0.89625,0.00119,0,0.00072,0,0.01766,0.00001,0.9231,0.74275,0.33591,0.68976,0.024,2.35608,0.38822,0.07265,0.24401,0.30503,1.11477,0.24203,0.22387,0.00141,1.88727,0.04027,0.14102,0.38822,0.24203,0.22387,0.89625,0.9574,0.9231,1.44609,1.88727,0.43005,0.63698
2026-01-01 06:00:00,2.65687,0.01342,0.08316,0.01417,0.027,0.003,0.008,0.012,0.05474,0.21088,0.42434,1.45131,0.01715,0.14002,0.89625,0.00119,0,0.00076,0,0.01471,0.00001,0.9191,0.83459,0.36317,0.73421,0.024,2.43358,0.38822,0.07368,0.28215,0.31203,1.19969,0.24203,0.22249,0.00141,1.88727,0.04097,0.14002,0.38822,0.24203,0.22249,0.89625,0.9574,0.9191,1.4412,1.88727,0.4745,0.63806
2026-01-01 07:00:00,2.83843,0.0134,0.0884,0.00708,0.027,0.003,0.008,0.012,0.05615,0.2187,0.43537,1.51266,0.01773,0.14002,0.89625,0.00129,0,0.00079,0,0.01471,0.00001,0.9231,0.90811,0.39508,0.8194,0.023,2.89933,0.39088,0.07715,0.32028,0.32004,1.33616,0.24603,0.22387,0.00141,1.87309,0.05107,0.14002,0.39088,0.24603,0.22387,0.89625,0.9574,0.9231,1.43645,1.87309,0.51418,0.63957
2026-01-01 08:00:00,2.94456,0.01338,0.0937,0,0.027,0.004,0.008,0.012,0.05615,0.224,0.43537,1.52812,0.0182,0.14056,0.89625,0.00129,0,0.0008,0,0.0103,0.00001,0.9231,0.90834,0.41899,0.93818,0.027,3.36507,0.40427,0.08316,0.35784,0.33104,1.44769,0.24903,0.22666,0.00141,1.88017,0.06117,0.14056,0.40427,0.24903,0.22666,0.89625,0.96093,0.9231,1.43193,1.88017,0.54512,0.64183
2026-01-01 09:00:00,2.98453,0.01336,0.09376,0,0.04,0.005,0.008,0.013,0.05759,0.2321,0.44655,1.55448,0.01896,0.14102,0.89954,0.00139,0,0.00086,0,0.00147,0.00001,0.9311,0.94553,0.45259,1.0454,0.031,3.83082,0.42594,0.08628,0.39109,0.34704,1.54965,0.25303,0.22946,0.00157,1.88017,0.07127,0.14102,0.42594,0.25303,0.22946,0.89954,0.96093,0.9311,1.42762,1.88017,0.59376,0.64559
2026-01-01 10:00:00,3.20905,0.01335,0.08846,0.00608,0.028,0.005,0.021,0.013,0.05759,0.24035,0.46168,1.75952,0.02169,0.14102,0.89297,0.00161,0,0.0009,0,-0.00297,0.00001,0.9311,1.03839,0.52522,1.2056,0.031,4.29657,0.45071,0.0894,0.40831,0.36604,1.6566,0.25603,0.23369,0.00157,1.87309,0.08137,0.14102,0.45071,0.25603,0.23369,0.89297,0.96093,0.9311,1.4236,1.87309,0.69133,0.65313
2026-01-01 11:00:00,3.81165,0.01335,0.07801,0.01925,0.028,0.005,0.01,0.013,0.05615,0.26022,0.48094,2.0666,0.02742,0.14202,0.89297,0.00173,0,0.00094,0,0.00874,0.00001,0.9341,1.16843,0.59727,1.43689,0.025,4.76231,0.46185,0.09251,0.41505,0.37804,1.75097,0.25603,0.23369,0.00157,1.86602,0.09147,0.14202,0.46185,0.25603,0.23369,0.89297,0.96093,0.9341,1.42028,1.86602,0.81119,0.67573
2026-01-01 12:00:00,4.82896,0.01336,0.07798,0.04042,0.028,0.005,0.011,0.013,0.05759,0.27197,0.5086,4,0.03212,0.14202,0.89297,0.00173,0,0.00102,0,0.01316,0.00001,0.9381,1.31636,0.6818,1.67384,0.027,5.22806,0.47025,0.09663,0.44397,0.39804,1.80826,0.25603,0.23227,0.00175,1.86602,0.10157,0.14202,0.47025,0.25603,0.23227,0.89297,0.96093,0.9381,1.41818,1.86602,0.90439,1.87247
2026-01-01 13:00:00,5.80913,0.0134,0.09361,0.07468,0.028,0.006,0.013,0.014,0.06214,0.30262,0.53292,6.48968,0.03644,0.14402,0.89625,0.00226,0.00666,0.00111,0,-0.0015,0.00001,0.9381,1.46511,0.82588,1.91364,0.026,6.36483,0.46744,0.10375,0.492,0.42605,2.18765,0.26303,0.23369,0.00175,1.85896,0.14642,0.14402,0.46744,0.26303,0.23369,0.89625,0.96093,0.9381,1.4176,1.85896,1.0018,2.23206
2026-01-01 14:00:00,6.35316,0.01345,0.10918,0.09485,0.028,0.006,0.019,0.014,0.06214,0.33844,0.55781,8.98379,0.04255,0.14602,0.89954,0.00411,0.01332,0.00119,0,-0.0015,0.00001,0.9421,1.74477,1.03658,2.23703,0.041,7.50162,0.48435,0.11287,0.57817,0.45405,2.57652,0.27403,0.23797,0.00195,1.86602,0.19127,0.14602,0.48435,0.27403,0.23797,0.89954,0.96801,0.9421,1.41814,1.86602,1.09668,2.53439
2026-01-01 15:00:00,6.78976,0.01351,0.11965,0.10193,0.03,0.007,0.08501,0.014,0.06787,0.38727,0.60933,10.30346,0.05666,0.14602,0.89954,0.00508,0.01999,0.00119,0,0.01416,0.00001,0.94911,2.13464,1.31582,2.64605,0.039,8.64524,0.5158,0.12979,0.70248,0.49005,3.00824,0.30003,0.2394,0.00195,1.87309,0.23612,0.14602,0.5158,0.30003,0.2394,0.89954,0.97156,0.94911,1.41927,1.87309,1.25896,2.83671
2026-01-01 16:00:00,6.89879,0.014,0.11991,0.10293,0.032,0.009,0.19002,0.015,0.06873,0.46342,0.69561,11.62633,0.08793,0.14502,0.89625,0.00534,0.02665,0.00119,0.00016,0.01466,0,0.95711,2.56363,1.61676,3.16085,0.0323,9.78886,0.53902,0.16696,0.82802,0.58907,3.54591,0.36204,0.2394,0.00215,1.86602,0.28097,0.14502,0.53902,0.36204,0.2394,0.89625,0.97512,0.95711,1.42048,1.86602,1.61581,3.13904
2026-01-01 17:00:00,6.89773,0.01656,0.12007,0.10285,0.04,0.015,0.77309,0.018,0.06873,0.55604,0.81795,12.94874,0.13788,0.14602,0.89954,0.0062,0.03331,0.00119,0.001,-0.001,0.00001,0.95711,3.02938,1.86467,3.51247,0.02566,10.93249,0.53319,0.2101,0.94745,0.68708,4.14358,0.44505,0.23797,0.00215,1.85896,0.32582,0.14602,0.53319,0.44505,0.23797,0.89954,0.97868,0.95711,1.42205,1.85896,2.06549,3.44136
