GMT,FRAC1,LTDC1,HIDC1,BHNC1,MPAC1,OWCC1,BNCC1,BCKC1,MEEC1,HPIC1,POHC1,EXQC1,DSNC1,STVC1,NWMC1,LGCC1,WARC1,LGAC1,PNEC1,LBDC1,OREC1,PATC1,HETC1,LNRC1,CHVC1F,DCMC1,NDPC1,MDSC1,NDVC1,NSWC1,AVYC1,NMSC1,OBBC1,RIPC1,PTTC1,VNSC1,KNFC1L,STVC1,MDSC1,OBBC1,RIPC1,NWMC1,CRDC1,PATC1,MZRC1,VNSC1,AVYC1L,NDPC1L
,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,SQIN,SQIN
2026-02-14 12:00:00,1.53667,0,0.04509,0.03334,0.015,0.002,0.005,0.005,0.009,0.16936,0.37816,0.7416,0.014,0.65807,1.15052,0.00072,0.00238,0.00328,0,-0.00589,0.00001,1.19813,0.44873,0.09207,0.18808,0.001,0.94002,1.28157,0.0585,0.10687,0.21402,1.06865,0.26303,0.29948,0.00123,2.88804,0.00996,0.65807,1.28157,0.26303,0.29948,1.15052,1.13723,1.19813,2.32518,2.88804,0.17396,0.60296
2026-02-14 13:00:00,1.64771,0,0.045,0.02525,0.015,0.002,0.005,0.005,0.009,0.16409,0.3713,0.48222,0.014,0.65807,1.15052,0.00072,0.00238,0.00327,0,-0.00589,0.00001,1.20213,0.41235,0.09241,0.25621,0.001,0.93426,1.28157,0.05805,0.10625,0.21402,1.056,0.26303,0.29633,0.0011,2.87953,0.00994,0.65807,1.28157,0.26303,0.29633,1.15052,1.13723,1.20213,2.32995,2.87953,0.17573,0.6077
2026-02-14 14:00:00,1.75861,0,0.03743,0.02525,0.015,0.002,0.005,0.005,0.009,0.1615,0.3645,0.37825,0.014,0.65807,1.1541,0.00072,0.00237,0.00321,0,-0.00353,0.00001,1.20213,0.28424,0.09201,0.25528,0.001,0.92851,1.27797,0.05809,0.10193,0.21502,1.04311,0.26303,0.2932,0.00123,2.87953,0.00992,0.65807,1.27797,0.26303,0.2932,1.1541,1.14104,1.20213,2.33455,2.87953,0.17714,0.60918
2026-02-14 15:00:00,1.86895,0,0.02257,0.03434,0.015,0.002,0.005,0.005,0.009,0.15639,0.35776,0.42995,0.014,0.66107,1.15052,0.00072,0.00236,0.0032,0,0.00236,0.00001,1.20213,0.23398,0.092,0.16639,0.001,0.92275,1.27797,0.05707,0.10681,0.21602,1.02982,0.26303,0.29165,0.00123,2.87953,0.00991,0.66107,1.27797,0.26303,0.29165,1.15052,1.14104,1.20213,2.33895,2.87953,0.17797,0.61066
2026-02-14 16:00:00,2.01662,0,0.02273,0.03434,0.015,0.002,0.005,0.005,0.009,0.15639,0.35442,0.63763,0.014,0.66307,1.15052,0.00072,0.00236,0.00313,0,0.00574,0.00001,1.20613,0.22149,0.092,0.14963,0.001,0.91641,1.28877,0.0556,0.11355,0.21402,1.01611,0.26303,0.29009,0.0011,2.87102,0.00989,0.66307,1.28877,0.26303,0.29009,1.15052,1.14104,1.20613,2.34311,2.87102,0.17819,0.61214
2026-02-14 17:00:00,2.05342,0,0.03043,0.02625,0.015,0.002,0.005,0.005,0.00736,0.15639,0.34448,0.94857,0.014,0.66307,1.1541,0.00072,0.00235,0.00313,0,0.00309,0.00001,1.21013,0.16962,0.10091,0.23721,0.001,0.91006,1.28517,0.0542,0.13877,0.21302,1.00233,0.26303,0.28855,0.00123,2.87102,0.00987,0.66307,1.28517,0.26303,0.28855,1.1541,1.14104,1.21013,2.34699,2.87102,0.17824,0.61361
2026-02-14 18:00:00,1.9797,0,0.03066,0.01717,0.015,0.002,0.005,0.005,0.00814,0.15639,0.33794,1.26002,0.014,0.66307,1.1541,0.00079,0.00235,0.00313,0,0.00044,0.00001,1.21013,0.1005,0.10089,0.23616,0.001,0.90372,1.28517,0.05558,0.12218,0.21202,0.98814,0.26303,0.28547,0.00123,2.87102,0.00985,0.66307,1.28517,0.26303,0.28547,1.1541,1.14104,1.21013,2.35071,2.87102,0.17767,0.61509
2026-02-14 19:00:00,1.83242,0,0.03083,0.03434,0.015,0.002,0.005,0.005,0.00814,0.15639,0.33146,1.41601,0.014,0.66607,1.1577,0.00079,0.00235,0.00313,0,-0.00338,0.00001,1.21013,0.04717,0.11017,0.13098,0.001,0.89737,1.28157,0.056,0.11544,0.21402,0.98304,0.26303,0.28393,0.00123,2.87102,0.00983,0.66607,1.28157,0.26303,0.28393,1.1577,1.14104,1.21013,2.35457,2.87102,0.17672,0.61657
2026-02-14 20:00:00,1.64812,0,0.03099,0.04342,0.015,0.002,0.005,0.005,0.009,0.1615,0.33794,1.41569,0.014,0.66307,1.1577,0.00079,0.00235,0.00311,0,-0.00838,0.00001,1.21013,0.18122,0.12912,0.10565,0.001,0.89103,1.28877,0.0577,0.11547,0.21102,0.97815,0.26303,0.2824,0.00123,2.87102,0.00981,0.66307,1.28877,0.26303,0.2824,1.1577,1.14104,1.21013,2.35838,2.87102,0.17603,0.61805
