GMT,SAMC1,SACC1,VONC1,FMWC1,DRMC1,FPOC1,RCVC1,SACC1,FMWC1L,SACC1L,SAMC1L,NCOC1L,SACC1,SAMC1,NCOC1
,QINE,QINE,QINE,QINE,QINE,QINE,QINE,SQIN,SQIN,SQIN,SQIN,SQIN,SSTG,SSTG,SSTG
2026-06-17 12:00:00,2.91472,16.24068,10.94548,10.44198,0.14512,4.62051,0.02121,13.87829,0.02329,0.01651,0.00038,0,7.67,16.86,19.33001
2026-06-17 13:00:00,2.9313,17.42386,10.92738,10.44198,0.14321,3.97044,0.02121,13.89484,0.02328,0.0165,0.00038,0,8.04,16.87,19.33999
2026-06-17 14:00:00,2.98154,18.53332,10.96358,10.44198,0.14512,4.34048,0.02121,13.91676,0.02328,0.01649,0.00038,0,8.38,16.9,19.36
2026-06-17 15:00:00,2.99846,19.38304,11.05426,10.47451,0.14321,6.82076,0.02121,13.94173,0.02327,0.01649,0.00038,0,8.65,16.91,19.37
2026-06-17 16:00:00,2.96471,19.54161,11.14516,10.50707,0.14512,11.80131,0.02121,13.95702,0.02326,0.01648,0.00038,0,8.7,16.89,19.38
2026-06-17 17:00:00,2.91472,19.19325,11.25453,10.55604,0.14902,14.30159,0.02063,13.95036,0.02325,0.01648,0.00038,0,8.59,16.86,19.40001
2026-06-17 18:00:00,2.89822,18.68983,11.34591,10.58875,0.15101,16.00178,0.02063,13.92954,0.02325,0.01647,0.00038,0,8.43,16.85,19.41
2026-06-17 19:00:00,2.89822,18.10752,11.40085,10.63792,0.1177,16.90188,0.02007,13.91447,0.02324,0.01647,0.00038,0,8.25,16.85,19.42001
2026-06-17 20:00:00,2.88181,17.4886,11.40085,10.67076,0.1302,17.50195,0.02007,13.92331,0.02323,0.01646,0.00038,0,8.06,16.84,19.43
2026-06-17 21:00:00,2.86548,16.71703,11.38253,10.65433,0.13401,18.20203,0.02007,13.96143,0.02323,0.01646,0.00038,0,7.82,16.83,19.43999
2026-06-17 22:00:00,2.86548,16.14595,11.36422,10.63792,0.13762,18.20203,0.01953,14.02319,0.02322,0.01645,0.00038,0,7.64,16.83,19.45
2026-06-17 23:00:00,2.86548,15.45692,11.29106,10.62151,0.13401,18.20203,0.019,14.10035,0.02321,0.01645,0.00038,0,7.42,16.83,19.45
2026-06-18 00:00:00,2.86548,14.75716,11.23628,10.58875,0.13762,17.20192,0.01856,14.17989,0.0232,0.01644,0.00038,0,7.2,16.83,19.45
2026-06-18 01:00:00,2.84924,14.18829,11.18159,10.5397,0.14705,14.4016,0.01812,14.24541,0.0232,0.01643,0.00038,0,7.02,16.82,19.46001
2026-06-18 02:00:00,2.84924,14.00044,11.12697,10.5397,0.14902,11.00123,0.01812,14.28651,0.02319,0.01643,0.00038,0,6.96,16.82,19.47
