GMT,FRAC1,LTDC1,HIDC1,BHNC1,MPAC1,OWCC1,BNCC1,BCKC1,MEEC1,HPIC1,POHC1,EXQC1,DSNC1,STVC1,NWMC1,LGCC1,WARC1,LGAC1,PNEC1,LBDC1,OREC1,PATC1,HETC1,LNRC1,CHVC1F,DCMC1,NDPC1,MDSC1,NDVC1,NSWC1,AVYC1,NMSC1,OBBC1,RIPC1,PTTC1,VNSC1,KNFC1L,STVC1,MDSC1,OBBC1,RIPC1,NWMC1,CRDC1,PATC1,MZRC1,VNSC1,AVYC1L,NDPC1L
,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,SQIN,SQIN
2026-01-14 12:00:00,1.50903,0,0.08531,0.06667,0.034,0.008,0.013,0.017,0.06961,0.2083,0.47319,0.59746,0.00677,1.12613,2.02522,0.00185,0.00807,0.0102,0,-0.00359,0.00051,2.09423,0.70033,0.21817,0.38511,0.04901,1.94614,0.36712,0.07739,0.18446,0.53806,1.33939,0.23203,0.22666,0.00283,2.7698,0.06811,1.12613,0.36712,0.23203,0.22666,2.02522,2.15744,2.09423,2.70644,2.7698,0.27421,0.88633
2026-01-14 13:00:00,1.55366,0,0.08537,0.07476,0.034,0.008,0.012,0.016,0.06873,0.21088,0.47319,0.54381,0.00677,1.12613,2.02522,0.00185,0.00806,0.01018,0,-0.00003,0.00051,2.08523,0.70017,0.21817,0.33197,0.04901,1.96453,0.36712,0.07532,0.17154,0.53806,1.38268,0.23203,0.22666,0.00283,2.76144,0.0679,1.12613,0.36712,0.23203,0.22666,2.02522,2.15744,2.08523,2.70087,2.76144,0.27452,0.89672
2026-01-14 14:00:00,1.64262,0,0.08546,0.07376,0.033,0.008,0.012,0.014,0.06873,0.2083,0.48094,0.70695,0.00677,1.12313,2.02522,0.00185,0.00804,0.01013,0,0.0106,0.00051,2.08523,0.70021,0.19974,0.34774,0.05301,1.98293,0.36974,0.07495,0.18508,0.52106,1.4258,0.25603,0.22666,0.00283,2.75309,0.06768,1.12313,0.36974,0.25603,0.22666,2.02522,2.1524,2.08523,2.69528,2.75309,0.27466,0.89902
2026-01-14 15:00:00,1.76059,0,0.0784,0.05659,0.021,0.008,0.012,0.014,0.06961,0.21088,0.47706,1.03158,0.00677,1.12613,2.01646,0.00185,0.00803,0.01003,0,0.00703,0.00046,2.08023,0.64251,0.17802,0.36306,0.05401,2.00132,0.36712,0.07566,0.18876,0.53806,1.46888,0.28503,0.22666,0.00259,2.75309,0.06747,1.12613,0.36712,0.28503,0.22666,2.01646,2.14736,2.08023,2.6897,2.75309,0.27483,0.89979
2026-01-14 16:00:00,1.93722,0,0.07133,0.05659,0.033,0.008,0.012,0.014,0.06873,0.21088,0.48094,1.30217,0.00677,1.12313,2.03399,0.00185,0.00802,0.01001,0,-0.01068,0.00046,2.07523,0.56551,0.20271,0.36211,0.05601,2.0434,0.36712,0.07459,0.18629,0.53506,1.51191,0.30403,0.22666,0.00283,2.74474,0.06726,1.12313,0.36712,0.30403,0.22666,2.03399,2.14736,2.07523,2.6841,2.74474,0.27503,0.90017
2026-01-14 17:00:00,2.11398,0,0.07131,0.06467,0.033,0.008,0.012,0.014,0.06873,0.21088,0.48094,1.6282,0.00677,1.12313,2.0296,0.00198,0.008,0.01,0,-0.01421,0.00046,2.07523,0.56558,0.20249,0.34267,0.05301,2.08548,0.36712,0.07529,0.18258,0.52806,1.55489,0.30703,0.22666,0.00283,2.74474,0.06704,1.12313,0.36712,0.30703,0.22666,2.0296,2.1373,2.07523,2.67863,2.74474,0.27522,0.9004
2026-01-14 18:00:00,2.17395,0,0.07131,0.06467,0.033,0.008,0.012,0.014,0.06873,0.21088,0.47319,1.95417,0.00677,1.12012,2.01646,0.00198,0.00799,0.00999,0,-0.01421,0.00046,2.07023,0.58493,0.18377,0.34166,0.04696,2.12757,0.36712,0.07492,0.17334,0.53506,1.59778,0.31504,0.22666,0.00283,2.7364,0.06683,1.12012,0.36712,0.31504,0.22666,2.01646,2.13227,2.07023,2.67321,2.7364,0.27538,0.90055
2026-01-14 19:00:00,2.10136,0,0.07128,0.05659,0.033,0.008,0.012,0.014,0.06787,0.20571,0.47706,2.27868,0.00677,1.12012,2.01646,0.00198,0.00798,0.00997,0,-0.01068,0.00046,2.06523,0.62284,0.19323,0.41349,0.041,2.16965,0.36712,0.07112,0.17825,0.53506,1.6363,0.31904,0.22666,0.00283,2.7364,0.06662,1.12012,0.36712,0.31904,0.22666,2.01646,2.13227,2.06523,2.6678,2.7364,0.27552,0.90066
2026-01-14 20:00:00,1.95518,0,0.07122,0.05659,0.032,0.008,0.012,0.014,0.06787,0.2083,0.47706,2.43985,0.00677,1.11712,2.00335,0.00198,0.00796,0.00993,0,-0.00712,0.00046,2.06523,0.6038,0.20236,0.39721,0.041,2.21173,0.36712,0.07287,0.16101,0.52406,1.67481,0.32304,0.22666,0.00283,2.72808,0.06641,1.11712,0.36712,0.32304,0.22666,2.00335,2.12725,2.06523,2.66245,2.72808,0.27565,0.90074
2026-01-14 21:00:00,1.78002,0,0.07822,0.07276,0.032,0.008,0.012,0.014,0.06787,0.2083,0.47706,2.27731,0.00655,1.12012,1.99463,0.00198,0.00795,0.00985,0,-0.01062,0.00046,2.05623,0.62401,0.21177,0.38023,0.04,2.25381,0.36712,0.07422,0.17516,0.54206,1.71337,0.32604,0.22527,0.00283,2.72808,0.0662,1.12012,0.36712,0.32604,0.22527,1.99463,2.12224,2.05623,2.65717,2.72808,0.27586,0.90081
2026-01-14 22:00:00,1.6922,0,0.08534,0.07276,0.032,0.008,0.012,0.014,0.06787,0.2083,0.48094,2.06128,0.00655,1.12012,1.99028,0.00198,0.00794,0.00993,0,-0.0035,0.00046,2.05623,0.64224,0.20258,0.39424,0.04,2.25381,0.36712,0.07537,0.19732,0.53106,1.75214,0.32604,0.22527,0.00283,2.72808,0.06599,1.12012,0.36712,0.32604,0.22527,1.99028,2.11723,2.05623,2.65197,2.72808,0.27633,0.90086
2026-01-14 23:00:00,1.69206,0,0.08546,0.06567,0.032,0.008,0.012,0.014,0.06787,0.21088,0.47706,1.73525,0.00655,1.12012,2.00335,0.00198,0.00792,0.00991,0,0.00006,0.00041,2.05623,0.64111,0.20279,0.38868,0.04,2.25381,0.36712,0.07668,0.18073,0.53506,1.79101,0.33004,0.22527,0.00283,2.71977,0.06578,1.12012,0.36712,0.33004,0.22527,2.00335,2.11223,2.05623,2.64681,2.71977,0.27691,0.9009
2026-01-15 00:00:00,1.72119,0,0.08543,0.06667,0.032,0.008,0.012,0.014,0.06787,0.21088,0.47706,1.40875,0.00655,1.11712,2.00335,0.00185,0.00791,0.0099,0,0.00362,0.00041,2.05123,0.71877,0.20295,0.41914,0.039,2.25381,0.36712,0.08185,0.18443,0.53106,1.82977,0.33004,0.22249,0.00283,2.71977,0.06557,1.11712,0.36712,0.33004,0.22249,2.00335,2.10722,2.05123,2.64169,2.71977,0.27736,0.90094
2026-01-15 01:00:00,1.80886,0,0.08534,0.06667,0.032,0.008,0.012,0.014,0.06787,0.21607,0.47706,1.08358,0.00655,1.11712,2.00335,0.00185,0.0079,0.00988,0,0.00009,0.00041,2.04123,0.66152,0.19376,0.4146,0.038,2.25381,0.36712,0.0819,0.17519,0.52406,1.77895,0.33004,0.22112,0.00283,2.71147,0.06537,1.11712,0.36712,0.33004,0.22112,2.00335,2.10722,2.04123,2.63661,2.71147,0.27773,0.90096
2026-01-15 02:00:00,1.95504,0,0.09235,0.06667,0.032,0.008,0.012,0.014,0.06701,0.21607,0.47319,0.70406,0.00655,1.11412,2.00772,0.00173,0.00788,0.00987,0,-0.007,0.00041,2.04123,0.6024,0.21323,0.41116,0.038,2.25381,0.36712,0.08703,0.17334,0.52406,1.72767,0.33004,0.21975,0.00283,2.71147,0.06516,1.11412,0.36712,0.33004,0.21975,2.00772,2.10223,2.04123,2.63159,2.71147,0.27797,0.90099
