GMT,SAMC1,SACC1,VONC1,FMWC1,DRMC1,RCVC1,SACC1,FMWC1L,SACC1L,SAMC1L,NCOC1L,SACC1,SAMC1,NCOC1
,QINE,QINE,QINE,QINE,QINE,QINE,SQIN,SQIN,SQIN,SQIN,SQIN,SSTG,SSTG,SSTG
2026-02-15 12:00:00,3.01547,34.00459,29.93778,27.58362,0.34759,0.02667,33.58652,0.05705,0.02085,0.00029,0.00136,13.02,16.92,23.7
2026-02-15 13:00:00,3.01547,33.93636,29.88902,27.5375,0.36119,0.02667,33.53433,0.05681,0.02083,0.00029,0.00136,13,16.92,23.69
2026-02-15 14:00:00,3.01547,34.00459,29.91339,27.49142,0.35778,0.0261,33.48323,0.05657,0.02082,0.00029,0.00135,13.02,16.92,23.68
2026-02-15 15:00:00,3.01547,34.07286,29.84027,27.44538,0.36119,0.0261,33.45653,0.05634,0.0208,0.00029,0.00135,13.04,16.92,23.68
2026-02-15 16:00:00,3.03256,34.14116,29.84027,27.42236,0.35778,0.02554,33.43155,0.05612,0.02078,0.00029,0.00134,13.06,16.93,23.66
2026-02-15 17:00:00,3.03256,34.10701,29.7672,27.39937,0.36464,0.02554,33.45144,0.0559,0.02077,0.00029,0.00134,13.05,16.93,23.66
2026-02-15 18:00:00,3.03256,34.10701,29.71851,27.33043,0.37164,0.02554,33.35202,0.05569,0.02075,0.00029,0.00134,13.05,16.93,23.65
2026-02-15 19:00:00,2.99846,34.10701,29.64552,27.30747,0.36813,0.02554,33.30307,0.05549,0.02074,0.00029,0.00134,13.05,16.91,23.64
2026-02-15 20:00:00,3.01547,34.07286,29.62121,27.21573,0.36813,0.025,33.32457,0.05529,0.02072,0.00029,0.00133,13.04,16.92,23.62
2026-02-15 21:00:00,2.98154,34.03872,29.5726,27.16991,0.36464,0.025,33.25083,0.05511,0.0207,0.00029,0.00133,13.03,16.9,23.62
2026-02-15 22:00:00,2.98154,34.07286,29.524,27.05553,0.36813,0.025,33.24839,0.05494,0.02069,0.00029,0.00132,13.04,16.9,23.6
2026-02-15 23:00:00,2.98154,34.17533,29.49972,27.05553,0.37164,0.025,33.17356,0.05477,0.02067,0.00029,0.00132,13.07,16.9,23.61
2026-02-16 00:00:00,2.98154,34.38047,29.47543,27.00985,0.37164,0.02432,33.12266,0.05462,0.02066,0.00029,0.00131,13.13,16.9,23.6
