GMT,SAMC1,SACC1,VONC1,FMWC1,DRMC1,RCVC1,SACC1,FMWC1L,SACC1L,SAMC1L,NCOC1L,SACC1,SAMC1,NCOC1
,QINE,QINE,QINE,QINE,QINE,QINE,SQIN,SQIN,SQIN,SQIN,SQIN,SSTG,SSTG,SSTG
2025-12-24 18:00:00,15.12045,51.72404,40.30537,41.2013,5.13619,0.35214,51.77749,0.3106,0.33754,0.42471,0.00326,18.17,21.93,26.48
2025-12-24 19:00:00,15.03327,51.8657,40.41195,41.29723,5.50443,0.35421,51.94412,0.30923,0.40194,0.4718,0.0035,18.21,21.9,26.5
2025-12-24 20:00:00,14.97536,52.00743,40.57199,41.42093,5.63198,0.43956,52.07844,0.31052,0.447,0.4629,0.00382,18.25,21.88,26.53
2025-12-24 21:00:00,14.91762,52.14924,40.73221,41.54912,5.64187,0.91251,52.2457,0.31439,0.47702,0.42042,0.00424,18.29,21.86,26.57
2025-12-24 22:00:00,14.88881,52.29112,40.89261,41.77408,5.40597,1.62206,52.368,0.32078,0.49534,0.35778,0.00474,18.33,21.85,26.62
2025-12-24 23:00:00,14.86005,52.39758,41.08,41.9076,4.93721,1.82778,52.51544,0.32962,0.50457,0.28305,0.00531,18.36,21.84,26.67
2025-12-25 00:00:00,14.86005,52.57511,41.26764,41.93985,4.52332,1.7992,52.68228,0.34083,0.50672,0.20107,0.00594,18.41,21.84,26.74
2025-12-25 01:00:00,14.94647,52.78831,41.45552,42.28208,4.16917,1.6672,52.81503,0.35429,0.50608,0.13456,0.00679,18.47,21.87,26.81001
2025-12-25 02:00:00,14.91762,53.00167,41.72437,42.54252,3.84405,1.51645,52.98324,0.36985,0.50601,0.09715,0.00798,18.53,21.86,26.9
2025-12-25 03:00:00,15.00429,53.17959,41.93981,42.61711,3.56368,1.35815,53.1519,0.38746,0.50638,0.07719,0.00946,18.58,21.89,27.00001
2025-12-25 04:00:00,15.03327,53.35765,42.2096,42.87878,3.33196,1.20213,53.30294,0.40707,0.50708,0.06771,0.01124,18.63,21.9,27.12
2025-12-25 05:00:00,14.91762,53.71409,42.39873,43.02874,3.16093,1.07196,53.42174,0.42861,0.50804,0.06452,0.01328,18.73,21.86,27.21
2025-12-25 06:00:00,14.65989,53.74975,42.75066,43.51829,3.09211,0.97042,53.52455,0.45204,0.50921,0.0651,0.01556,18.74,21.77,27.34001
2025-12-25 07:00:00,14.29364,53.92818,43.15781,44.01117,3.00852,0.87981,53.64223,0.47638,0.50741,0.06601,0.01817,18.79,21.64,27.44
2025-12-25 08:00:00,14.09934,54.03528,43.51159,44.58404,2.93371,0.80267,53.76893,0.50067,0.50017,0.06521,0.02118,18.82,21.57,27.6
2025-12-25 09:00:00,14.01669,54.10671,43.78432,44.73757,2.91898,0.75108,53.89934,0.52491,0.48869,0.06337,0.02458,18.84,21.54,27.75
2025-12-25 10:00:00,13.93441,54.17816,43.97834,44.73757,3.00093,0.71034,54.03849,0.54911,0.47393,0.0609,0.02832,18.86,21.51,27.88
2025-12-25 11:00:00,13.90706,54.27487,44.18684,45.04555,3.05058,0.67894,54.21525,0.57326,0.4566,0.05807,0.03238,18.88707,21.5,28.01252
2025-12-25 12:00:00,13.93441,54.49859,44.41348,45.43233,3.26961,0.66222,54.51962,0.59737,0.43728,0.05501,0.03674,18.94964,21.51,28.11
