GMT,FRAC1,LTDC1,HIDC1,BHNC1,MPAC1,OWCC1,BNCC1,BCKC1,MEEC1,HPIC1,POHC1,EXQC1,DSNC1,STVC1,NWMC1,LGCC1,WARC1,LGAC1,PNEC1,LBDC1,OREC1,PATC1,HETC1,LNRC1,CHVC1F,DCMC1,NDPC1,MDSC1,NDVC1,NSWC1,AVYC1,NMSC1,OBBC1,RIPC1,PTTC1,VNSC1,KNFC1L,STVC1,MDSC1,OBBC1,RIPC1,NWMC1,CRDC1,PATC1,MZRC1,VNSC1,AVYC1L,NDPC1L
,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,SQIN,SQIN
2026-02-14 18:00:00,1.9797,0,0.03066,0.01717,0.015,0.002,0.005,0.005,0.00814,0.15639,0.33794,1.26002,0.014,0.66307,1.1541,0.00079,0.00235,0.00313,0,0.00044,0.00001,1.21013,0.1005,0.10089,0.23616,0.001,0.90372,1.28517,0.05558,0.12218,0.21202,0.98814,0.26303,0.28547,0.00123,2.87102,0.00985,0.66307,1.28517,0.26303,0.28547,1.1541,1.14104,1.21013,2.35071,2.87102,0.17767,0.61509
2026-02-14 19:00:00,1.83242,0,0.03083,0.03434,0.015,0.002,0.005,0.005,0.00814,0.15639,0.33146,1.41601,0.014,0.66607,1.1577,0.00079,0.00235,0.00313,0,-0.00338,0.00001,1.21013,0.04717,0.11017,0.13098,0.001,0.89737,1.28157,0.056,0.11544,0.21402,0.98304,0.26303,0.28393,0.00123,2.87102,0.00983,0.66607,1.28157,0.26303,0.28393,1.1577,1.14104,1.21013,2.35457,2.87102,0.17672,0.61657
2026-02-14 20:00:00,1.64812,0,0.03099,0.04342,0.015,0.002,0.005,0.005,0.009,0.1615,0.33794,1.41569,0.014,0.66307,1.1577,0.00079,0.00235,0.00311,0,-0.00838,0.00001,1.21013,0.18122,0.12912,0.10565,0.001,0.89103,1.28877,0.0577,0.11547,0.21102,0.97815,0.26303,0.2824,0.00123,2.87102,0.00981,0.66307,1.28877,0.26303,0.2824,1.1577,1.14104,1.21013,2.35838,2.87102,0.17603,0.61805
2026-02-14 21:00:00,1.46389,0,0.04606,0.03434,0.015,0.002,0.005,0.005,0.009,0.1615,0.3412,1.36393,0.014,0.66307,1.1577,0.00079,0.00235,0.00307,0,-0.01339,0.00001,1.21514,0.23901,0.13805,0.22329,0.001,0.88468,1.28517,0.05843,0.09086,0.21102,0.97335,0.26003,0.28088,0.00123,2.86253,0.00979,0.66307,1.28517,0.26003,0.28088,1.1577,1.14486,1.21514,2.36192,2.86253,0.17542,0.61953
2026-02-14 22:00:00,1.24233,0,0.05356,0.02625,0.015,0.002,0.005,0.005,0.009,0.16671,0.33469,1.20903,0.014,0.66107,1.1577,0.00079,0.00234,0.0031,0,-0.01589,0.00001,1.21514,0.23903,0.12768,0.25999,0.001,0.88486,1.28877,0.05772,0.09272,0.21102,0.96873,0.26303,0.28088,0.0011,2.84557,0.00978,0.66107,1.28877,0.26303,0.28088,1.1577,1.14486,1.21514,2.36524,2.84557,0.17503,0.621
2026-02-14 23:00:00,1.13126,0,0.046,0.03434,0.015,0.002,0.005,0.005,0.009,0.17473,0.33794,1.05356,0.014,0.66107,1.1577,0.00079,0.00234,0.00306,0,-0.01589,0.00001,1.21514,0.31694,0.12768,0.17522,0.001,0.88504,1.29238,0.05773,0.10567,0.21002,0.964,0.26303,0.27785,0.00123,2.84557,0.00976,0.66107,1.29238,0.26303,0.27785,1.1577,1.14486,1.21514,2.36853,2.84557,0.17449,0.62248
2026-02-15 00:00:00,1.1307,0,0.04591,0.04242,0.01501,0.002,0.005,0.005,0.009,0.17203,0.3412,0.84506,0.014,0.66107,1.16129,0.00079,0.00234,0.0031,0,-0.01101,0.00001,1.21514,0.47045,0.13733,0.12513,0.001,0.88522,1.28877,0.05631,0.12168,0.20802,0.95899,0.26303,0.27785,0.00123,2.86253,0.00974,0.66107,1.28877,0.26303,0.27785,1.16129,1.14486,1.21514,2.37173,2.86253,0.17359,0.62396
2026-02-15 01:00:00,1.20427,0,0.046,0.03434,0.015,0.002,0.005,0.005,0.00814,0.17203,0.35109,0.5851,0.014,0.66107,1.16129,0.00079,0.00234,0.0031,0,-0.00126,0.00001,1.21514,0.56617,0.12006,0.16192,0.001,0.88539,1.28877,0.05593,0.10443,0.20802,0.94468,0.26303,0.27634,0.00123,2.86253,0.00972,0.66107,1.28877,0.26303,0.27634,1.16129,1.14486,1.21514,2.37482,2.86253,0.17254,0.62544
2026-02-15 02:00:00,1.38912,0,0.05356,0.03434,0.015,0.002,0.005,0.005,0.00814,0.17203,0.35442,0.3258,0.014,0.65807,1.16489,0.00079,0.00233,0.00309,0,0.00609,0.00001,1.21013,0.52837,0.09311,0.22465,0.001,0.88557,1.28877,0.05598,0.10443,0.20502,0.93018,0.26003,0.27483,0.00123,2.86253,0.00971,0.65807,1.28877,0.26003,0.27483,1.16489,1.14486,1.21013,2.37791,2.86253,0.17172,0.62691
2026-02-15 03:00:00,1.6473,0,0.06104,0.03434,0.01499,0.002,0.005,0.005,0.00814,0.17473,0.36112,0.16919,0.014,0.65607,1.16489,0.00072,0.00233,0.00308,0,0.0111,0.00001,1.21514,0.60541,0.08292,0.23101,0.001,0.88575,1.28877,0.05426,0.12721,0.20502,0.91562,0.26303,0.27333,0.00123,2.87102,0.00969,0.65607,1.28877,0.26303,0.27333,1.16489,1.14486,1.21514,2.38083,2.87102,0.17133,0.62839
2026-02-15 04:00:00,1.86831,0,0.06104,0.03434,0.015,0.002,0.005,0.005,0.00814,0.17473,0.36112,0.06453,0.01354,0.65607,1.16129,0.00072,0.00232,0.00308,0,0.0161,0.00001,1.21013,0.62451,0.08331,0.14144,0.001,0.88628,1.28877,0.0556,0.10752,0.20302,0.90098,0.26303,0.27183,0.0011,2.86253,0.00967,0.65607,1.28877,0.26303,0.27183,1.16129,1.14486,1.21013,2.38356,2.86253,0.1714,0.62743
2026-02-15 05:00:00,2.01632,0,0.05356,0.03434,0.014,0.002,0.005,0.005,0.00814,0.17473,0.3645,-0.0918,0.01354,0.65607,1.16489,0.00072,0.00231,0.00308,0,0.01639,0.00001,1.21514,0.60426,0.08424,0.12053,0.001,0.88682,1.28877,0.05459,0.07612,0.20202,0.88615,0.26303,0.27034,0.00099,2.86253,0.00966,0.65607,1.28877,0.26303,0.27034,1.16489,1.14868,1.21514,2.38617,2.86253,0.17177,0.62647
2026-02-15 06:00:00,2.12755,0,0.05365,0.03434,0.013,0.002,0.005,0.005,0.00814,0.17203,0.36112,0.02428,0.01354,0.65307,1.16129,0.00072,0.00231,0.00314,0,0,0.00001,1.21013,0.60409,0.0668,0.20539,0.001,0.88736,1.28877,0.05422,0.08286,0.20302,0.87156,0.26303,0.26885,0.00099,2.85404,0.00964,0.65307,1.28877,0.26303,0.26885,1.16129,1.14868,1.21013,2.38864,2.85404,0.17311,0.62551
2026-02-15 07:00:00,2.07758,0,0.06109,0.02525,0.013,0.002,0.005,0.005,0.00736,0.16936,0.36112,0.30267,0.01354,0.65307,1.16129,0.00066,0.00231,0.00314,0,-0.01618,0.00001,1.21514,0.56609,0.06664,0.25769,0.001,0.88789,1.28877,0.05456,0.1099,0.20202,0.83385,0.26303,0.26737,0.0011,2.86253,0.00962,0.65307,1.28877,0.26303,0.26737,1.16129,1.15251,1.21514,2.391,2.86253,0.17498,0.62454
2026-02-15 08:00:00,1.90405,0,0.0535,0.02525,0.013,0.002,0.004,0.005,0.00736,0.16671,0.35776,0.63829,0.01354,0.65807,1.1577,0.00072,0.0023,0.00314,0,-0.01783,0.00001,1.21013,0.58443,0.07375,0.23994,0.001,0.88843,1.29238,0.05427,0.10987,0.20302,0.79611,0.26303,0.26737,0.0011,2.86253,0.00961,0.65807,1.29238,0.26303,0.26737,1.1577,1.14868,1.21013,2.39322,2.86253,0.17639,0.62358
2026-02-15 09:00:00,1.69422,0,0.04603,0.03434,0.013,0.002,0.004,0.005,0.00736,0.16671,0.35442,0.87092,0.01354,0.65607,1.16129,0.00066,0.0023,0.00314,0,-0.01713,0.00001,1.21013,0.64208,0.06505,0.18747,0.001,0.88896,1.28877,0.05355,0.10864,0.20202,0.75844,0.26303,0.26589,0.0011,2.86253,0.00959,0.65607,1.28877,0.26303,0.26589,1.16129,1.15251,1.21013,2.39535,2.86253,0.17747,0.62262
2026-02-15 10:00:00,1.52157,0,0.05353,0.03434,0.013,0.002,0.004,0.005,0.00665,0.16671,0.35109,0.93067,0.01354,0.65607,1.16129,0.00066,0.00229,0.00313,0,-0.01642,0.00001,1.21514,0.66194,0.07524,0.17003,0.001,1.01922,1.29238,0.05318,0.09819,0.20002,0.72076,0.26303,0.26589,0.0011,2.86253,0.00957,0.65607,1.29238,0.26303,0.26589,1.16129,1.15251,1.21514,2.3974,2.86253,0.17803,0.62166
2026-02-15 11:00:00,1.36886,0,0.06104,0.02625,0.013,0.002,0.004,0.005,0.00665,0.16409,0.35442,1.04238,0.01354,0.65607,1.16489,0.00066,0.00229,0.00313,0,-0.01101,0.00001,1.21013,0.56536,0.09266,0.19003,0.003,1.14947,1.29238,0.0528,0.09819,0.20002,0.6835,0.26303,0.26442,0.0011,2.85404,0.00956,0.65607,1.29238,0.26303,0.26442,1.16489,1.15251,1.21013,2.39946,2.85404,0.17872,0.62069
2026-02-15 12:00:00,1.19965,0,0.05347,0.02625,0.013,0.002,0.004,0.005,0.00665,0.16409,0.35109,0.87186,0.01354,0.65607,1.16489,0.00066,0.00228,0.00313,0,0.00621,0.00001,1.21013,0.52663,0.11881,0.24505,0.004,1.27973,1.28877,0.05349,0.07912,0.20002,0.64667,0.26303,0.26295,0.0011,2.85404,0.00954,0.65607,1.28877,0.26303,0.26295,1.16489,1.15251,1.21013,2.40144,2.85404,0.17962,0.55488
2026-02-15 13:00:00,1.15015,0,0.03846,0.03434,0.013,0.002,0.004,0.005,0.00601,0.16409,0.34778,0.58562,0.01354,0.65607,1.16489,0.00066,0.00228,0.00313,0,0.01836,0.00001,1.21514,0.56122,0.12753,0.21317,0.004,1.40999,1.29238,0.05285,0.05207,0.20002,0.5552,0.26303,0.26149,0.0011,2.85404,0.00952,0.65607,1.29238,0.26303,0.26149,1.16489,1.15251,1.21514,2.40339,2.85404,0.18055,0.25311
