GMT,SAMC1,SACC1,VONC1,FMWC1,DRMC1,RCVC1,SACC1,FMWC1L,SACC1L,SAMC1L,NCOC1L,SACC1,SAMC1,NCOC1
,QINE,QINE,QINE,QINE,QINE,QINE,SQIN,SQIN,SQIN,SQIN,SQIN,SSTG,SSTG,SSTG
2026-01-17 12:00:00,5.92291,47.61475,40.67357,40.21714,0.66846,0.07106,46.48307,0.20615,0.08647,0.00061,0.00558,17,18.43,26.52
2026-01-17 13:00:00,5.84296,47.44064,40.46901,40.18561,0.65564,0.07106,46.36412,0.20509,0.08615,0.00061,0.00557,16.95,18.39,26.49001
2026-01-17 14:00:00,5.78359,47.19709,40.43981,40.12258,0.66846,0.07106,46.27114,0.20404,0.08584,0.00061,0.00556,16.88,18.36,26.45
2026-01-17 15:00:00,5.74429,47.16232,40.29392,39.99669,0.65564,0.07106,46.13166,0.203,0.08553,0.00061,0.00554,16.87,18.34,26.42
2026-01-17 16:00:00,5.68577,47.02328,40.14817,39.87102,0.65564,0.07011,45.97784,0.20198,0.08522,0.00061,0.00554,16.83,18.31,26.39
2026-01-17 17:00:00,5.66637,46.91905,40.06585,39.74557,0.65124,0.07011,45.87712,0.20097,0.08491,0.0006,0.00552,16.8,18.3,26.35
2026-01-17 18:00:00,5.62774,46.78017,40.01268,39.65162,0.65564,0.07011,45.73558,0.19997,0.08461,0.0006,0.00551,16.76,18.28,26.32001
2026-01-17 19:00:00,5.58934,46.64134,39.82677,39.58905,0.64687,0.06918,45.5916,0.19898,0.0843,0.0006,0.0055,16.72,18.26,26.28
2026-01-17 20:00:00,5.55115,46.53728,39.72064,39.52654,0.64687,0.06918,45.51015,0.19801,0.084,0.0006,0.00549,16.69,18.24,26.25
2026-01-17 21:00:00,5.51319,46.3986,39.69412,39.40168,0.63821,0.06827,45.36109,0.19706,0.08369,0.0006,0.00547,16.65,18.22,26.21
2026-01-17 22:00:00,5.47544,46.29465,39.5881,39.30817,0.63821,0.06827,45.23539,0.19611,0.08339,0.0006,0.00546,16.62,18.2,26.18
2026-01-17 23:00:00,5.45665,46.26001,39.50864,39.15259,0.63393,0.06736,45.1585,0.19518,0.08309,0.0006,0.00546,16.61,18.19,26.15
2026-01-18 00:00:00,5.43791,46.15612,39.37631,39.12152,0.64252,0.06736,45.05292,0.19426,0.08279,0.0006,0.00544,16.58,18.18,26.12
2026-01-18 01:00:00,5.41923,46.15612,39.27053,38.96634,0.63393,0.06647,44.89427,0.19336,0.08249,0.0006,0.00543,16.58,18.17,26.09001
2026-01-18 02:00:00,5.41923,46.05228,39.19127,38.84312,0.62124,0.06647,44.81346,0.19246,0.0822,0.0006,0.00542,16.55,18.17,26.06
2026-01-18 03:00:00,5.4006,45.94847,39.13845,38.81235,0.63393,0.06647,44.75554,0.19158,0.0819,0.0006,0.00541,16.52,18.16,26.03
2026-01-18 04:00:00,5.37882,45.84471,39.11205,38.81235,0.62544,0.06559,44.65727,0.19072,0.08161,0.0006,0.00539,16.49,18.15,26.00001
2026-01-18 05:00:00,5.35712,45.77557,39.00649,38.68939,0.62124,0.06559,44.55812,0.18986,0.08132,0.00059,0.00538,16.47,18.14,25.97
2026-01-18 06:00:00,5.31395,45.56826,38.84831,38.56664,0.61284,0.06559,44.43471,0.18902,0.08103,0.00059,0.00537,16.41,18.12,25.93
2026-01-18 07:00:00,5.27108,45.46469,38.82196,38.50534,0.61707,0.06559,44.33739,0.18819,0.08074,0.00059,0.00536,16.38,18.1,25.9
2026-01-18 08:00:00,5.24975,45.29213,38.71663,38.4135,0.62124,0.06559,44.26615,0.18737,0.08045,0.00059,0.00535,16.33,18.09,25.87001
2026-01-18 09:00:00,5.2285,45.11972,38.6114,38.29123,0.60864,0.06472,44.22102,0.18657,0.08017,0.00059,0.00534,16.28,18.08,25.83
2026-01-18 10:00:00,5.20732,44.98188,38.47997,38.16916,0.60864,0.06472,44.16712,0.18577,0.07988,0.00059,0.00533,16.24,18.07,25.79
2026-01-18 11:00:00,5.1652,44.77529,38.47997,38.19967,0.62124,0.06472,44.04473,0.18499,0.0796,0.00059,0.00531,16.18,18.05,25.75
2026-01-18 12:00:00,5.14424,44.63766,38.34867,37.98647,0.60448,0.06472,43.93061,0.18422,0.07932,0.00058,0.0053,16.14,18.04,25.71
2026-01-18 13:00:00,5.12336,44.46574,38.21751,37.98647,0.61284,0.06386,43.87796,0.18346,0.07904,0.00058,0.00529,16.09,18.03,25.67
2026-01-18 14:00:00,5.10256,44.36265,38.0341,37.92568,0.61707,0.06386,43.7732,0.18271,0.07876,0.00058,0.00528,16.06,18.02,25.62
2026-01-18 15:00:00,5.10256,44.29395,37.98174,37.6225,0.60864,0.06301,43.6603,0.18197,0.07848,0.00058,0.00527,16.04,18.02,25.57001
2026-01-18 16:00:00,5.08182,44.25962,37.95557,37.7436,0.61284,0.06301,43.57089,0.18124,0.0782,0.00058,0.00526,16.03,18.01,25.53
2026-01-18 17:00:00,5.04057,44.12229,37.79867,37.59225,0.61707,0.06301,43.52914,0.18052,0.07793,0.00058,0.00525,15.99,17.99,25.49001
2026-01-18 18:00:00,5.02005,44.05366,37.74642,37.44122,0.61284,0.06205,43.39896,0.17981,0.07765,0.00057,0.00524,15.97,17.98,25.44
2026-01-18 19:00:00,4.99961,43.91647,37.56367,37.32063,0.59214,0.06205,43.25301,0.17911,0.07738,0.00057,0.00522,15.93,17.97,25.39
2026-01-18 20:00:00,4.95894,43.77936,37.48545,37.29052,0.58808,0.06205,43.11039,0.17842,0.07711,0.00057,0.00522,15.89,17.95,25.35
2026-01-18 21:00:00,4.97924,43.67659,37.38121,37.23033,0.57193,0.06205,43.06568,0.17774,0.07684,0.00057,0.0052,15.86,17.96,25.31
2026-01-18 22:00:00,4.95894,43.53963,37.30309,37.08009,0.57193,0.0611,43.00055,0.17707,0.07657,0.00057,0.00519,15.82,17.95,25.27
2026-01-18 23:00:00,4.91855,43.40275,37.14699,36.96014,0.57193,0.0611,42.8752,0.1764,0.0763,0.00057,0.00518,15.78,17.93,25.23
2026-01-19 00:00:00,4.89846,43.47118,37.095,36.84039,0.56783,0.0611,42.78514,0.17575,0.07603,0.00057,0.00517,15.8,17.92,25.2
2026-01-19 01:00:00,4.87845,43.43696,36.93917,36.7806,0.56376,0.06016,42.63329,0.1751,0.07577,0.00057,0.00516,15.79,17.91,25.15
2026-01-19 02:00:00,4.87845,43.40275,36.86132,36.72086,0.5557,0.06016,42.54776,0.17446,0.07551,0.00057,0.00515,15.78,17.91,25.12
2026-01-19 03:00:00,4.89846,43.33435,36.80944,36.66117,0.57606,0.06016,42.45096,0.17383,0.07524,0.00057,0.00514,15.76,17.92,25.08
2026-01-19 04:00:00,4.8585,43.26596,36.73168,36.57174,0.57193,0.05924,42.34467,0.17321,0.07498,0.00057,0.00513,15.74,17.9,25.05
2026-01-19 05:00:00,4.8585,43.16342,36.65396,36.54195,0.5557,0.05924,42.1981,0.17259,0.07472,0.00056,0.00512,15.71,17.9,25.02
2026-01-19 06:00:00,4.81883,42.99263,36.52455,36.39323,0.55972,0.05924,42.09471,0.17199,0.07447,0.00056,0.0051,15.66,17.88,25.00001
2026-01-19 07:00:00,4.75983,42.89022,36.47282,36.36351,0.56376,0.05834,41.92625,0.17138,0.07421,0.00056,0.0051,15.63,17.85,24.96
2026-01-19 08:00:00,4.70146,42.68554,36.44696,36.24482,0.5557,0.05834,41.81256,0.17079,0.07395,0.00056,0.00509,15.57,17.82,24.94001
2026-01-19 09:00:00,4.6246,42.447,36.31775,36.18555,0.55972,0.05834,41.71022,0.1702,0.0737,0.00056,0.00507,15.5,17.78,24.9
2026-01-19 10:00:00,4.53005,42.27677,36.26611,36.18555,0.55972,0.05834,41.58788,0.16962,0.07344,0.00056,0.00506,15.45,17.73,24.87
2026-01-19 11:00:00,4.4188,42.07268,36.1629,36.21518,0.5557,0.05834,41.45824,0.16905,0.07319,0.00055,0.00505,15.39,17.67,24.85
2026-01-19 12:00:00,4.33758,41.83328,36.11131,36.00806,0.55172,0.05745,41.31474,0.16848,0.07293,0.00055,0.00504,15.32,17.63,24.81
2026-01-19 13:00:00,4.27547,41.69627,35.95672,35.92014,0.55172,0.05745,41.24022,0.16792,0.07268,0.00055,0.00503,15.28,17.6,24.78
2026-01-19 14:00:00,4.25494,41.52514,35.87949,35.8913,0.54776,0.05745,41.16327,0.16737,0.07243,0.00055,0.00502,15.23,17.59,24.75
