GMT,FRAC1,LTDC1,HIDC1,BHNC1,MPAC1,OWCC1,BNCC1,BCKC1,MEEC1,HPIC1,POHC1,EXQC1,DSNC1,STVC1,NWMC1,LGCC1,WARC1,LGAC1,PNEC1,LBDC1,OREC1,PATC1,HETC1,LNRC1,CHVC1F,DCMC1,NDPC1,MDSC1,NDVC1,NSWC1,AVYC1,NMSC1,OBBC1,RIPC1,PTTC1,VNSC1,KNFC1L,STVC1,MDSC1,OBBC1,RIPC1,NWMC1,CRDC1,PATC1,MZRC1,VNSC1,AVYC1L,NDPC1L
,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,SQIN,SQIN
2026-01-01 12:00:00,4.82896,0.01336,0.07798,0.04042,0.028,0.005,0.011,0.013,0.05759,0.27197,0.5086,1.34698,0.03212,0.14202,0.89297,0.00173,0,0.00102,0,0.01316,0.00001,0.9381,1.31636,0.7368,1.61819,0.027,3.86288,0.47025,0.09663,0.44397,0.39804,1.80826,0.25603,0.23227,0.00175,1.86602,0.10157,0.14202,0.47025,0.25603,0.23227,0.89297,0.96093,0.9381,1.41818,1.86602,0.90439,1.87247
2026-01-01 13:00:00,5.80913,0.0134,0.09361,0.07468,0.028,0.006,0.013,0.014,0.06214,0.30262,0.53292,1.55173,0.03644,0.14402,0.89625,0.00226,0.00666,0.00111,0,-0.0015,0.00001,0.9381,1.46511,0.8763,1.86257,0.026,4.99182,0.46744,0.10375,0.492,0.42605,2.18765,0.26303,0.23369,0.00175,1.85896,0.14642,0.14402,0.46744,0.26303,0.23369,0.89625,0.96093,0.9381,1.4176,1.85896,1.0018,2.23206
2026-01-01 14:00:00,6.35316,0.01345,0.10918,0.09485,0.028,0.006,0.019,0.014,0.06214,0.33844,0.55781,2.01276,0.04255,0.14602,0.89954,0.00411,0.01332,0.00119,0,-0.0015,0.00001,0.9421,1.74477,1.07782,2.19578,0.041,6.12076,0.48435,0.11287,0.57817,0.45405,2.57652,0.27403,0.23797,0.00195,1.86602,0.19127,0.14602,0.48435,0.27403,0.23797,0.89954,0.96801,0.9421,1.41814,1.86602,1.09668,2.53439
2026-01-01 15:00:00,6.78976,0.01351,0.11965,0.10193,0.03,0.007,0.08501,0.014,0.06787,0.38727,0.60933,2.5752,0.05666,0.14602,0.89954,0.00508,0.01999,0.00119,0,0.01416,0.00001,0.94911,2.13464,1.3479,2.61465,0.039,7.2497,0.5158,0.12979,0.70248,0.49005,3.00824,0.30003,0.2394,0.00195,1.87309,0.23612,0.14602,0.5158,0.30003,0.2394,0.89954,0.97156,0.94911,1.41927,1.87309,1.25896,2.83671
2026-01-01 16:00:00,6.89879,0.014,0.11991,0.10293,0.032,0.009,0.19002,0.015,0.06873,0.46342,0.69561,2.83118,0.08793,0.14502,0.89625,0.00534,0.02665,0.00119,0.00016,0.01466,0,0.95711,2.56363,1.63966,3.13724,0.0322,7.41986,0.53902,0.16696,0.82802,0.58907,3.54591,0.36204,0.2394,0.00215,1.86602,0.28097,0.14502,0.53902,0.36204,0.2394,0.89625,0.97512,0.95711,1.42048,1.86602,1.61581,3.13904
2026-01-01 17:00:00,6.89773,0.01656,0.12007,0.10285,0.04,0.015,0.77309,0.018,0.06873,0.55604,0.81795,3.29272,0.13788,0.14602,0.89954,0.0062,0.03331,0.00119,0.001,-0.001,0.00001,0.95711,3.02938,1.87841,3.49803,0.02556,7.59002,0.53319,0.2101,0.94745,0.68708,4.14358,0.44505,0.23797,0.00215,1.85896,0.32582,0.14602,0.53319,0.44505,0.23797,0.89954,0.97868,0.95711,1.42205,1.85896,2.06549,3.44136
2026-01-01 18:00:00,6.89933,0.02377,0.12027,0.10893,0.04701,0.042,1.29214,0.022,0.07049,0.67277,1.00043,3.60109,0.19823,0.14802,0.89625,0.01593,0.03997,0.00121,0.00081,-0.00739,0.00001,0.95711,3.36499,2.04739,3.59671,0.019,7.76018,0.50717,0.28627,1.04347,0.9181,4.7061,0.49906,0.23797,0.00236,1.84487,0.37067,0.14802,0.50717,0.49906,0.23797,0.89625,0.97512,0.95711,1.42497,1.84487,2.41346,3.74369
2026-01-01 19:00:00,7.1174,0.03898,0.09963,0.10901,0.05101,0.10701,1.29414,0.03,0.07321,0.77513,1.14648,3.72411,0.26063,0.15102,0.89297,0.22051,0.04581,0.00129,0.00064,0.01018,0.00001,0.95711,3.53445,2.15385,3.68542,0.019,7.93033,0.47588,0.36103,1.12284,1.27014,4.8535,0.56706,0.2394,0.00236,1.84487,0.37049,0.15102,0.47588,0.56706,0.2394,0.89297,0.97512,0.95711,1.42939,1.84487,2.63369,4.04602
2026-01-01 20:00:00,7.76993,0.06094,0.07896,0.12918,0.05701,0.16702,1.27414,0.06001,0.07757,0.78581,1.30121,3.84767,0.3205,0.15002,0.89625,0.1964,0.05165,0.00131,0.00064,0.02487,0.00001,0.95311,3.51691,2.19101,3.67295,0.01931,8.10049,0.45071,0.44338,1.16531,1.84221,4.92111,0.68808,0.24229,0.00236,1.83783,0.37031,0.15002,0.45071,0.68808,0.24229,0.89625,0.97156,0.95311,1.43412,1.83783,2.69666,4.34834
2026-01-01 21:00:00,8.53089,0.084,0.0686,0.15644,0.06101,0.16602,1.39116,0.12101,0.20816,0.82382,1.49633,4.05979,0.37116,0.14802,0.89297,0.13767,0.0575,0.00143,0.00049,0.03273,0.00001,0.95711,3.40452,2.1404,3.51736,0.01965,8.27065,0.43141,0.49095,1.16719,2.27425,4.96764,0.79809,0.24374,0.00259,1.85191,0.37013,0.14802,0.43141,0.79809,0.24374,0.89297,0.97156,0.95711,1.43771,1.85191,2.71921,4.65067
2026-01-01 22:00:00,9.83763,0.10789,0.07896,0.18369,0.06101,0.14402,1.41616,0.29203,0.58639,0.89708,1.59641,4.6344,0.38515,0.14702,0.89625,0.08325,0.06334,0.00304,0.00049,0.02051,0.00001,0.95711,3.23433,2.00331,3.16996,0.02,8.3722,0.42049,0.55973,1.15677,2.46727,4.9389,0.81109,0.24666,0.00283,1.85896,0.36995,0.14702,0.42049,0.81109,0.24666,0.89625,0.97156,0.95711,1.43944,1.85896,2.5891,4.95299
2026-01-01 23:00:00,11.1455,0.13555,0.09467,0.20494,0.06101,0.23703,1.28714,0.46605,0.73252,0.8962,1.65964,5.2019,0.36251,0.14602,0.89625,0.06605,0.06918,0.03667,0.00049,-0.00491,0.00001,0.95711,2.97231,1.89453,2.83349,0.022,8.47376,0.41236,0.50565,1.12726,2.22025,4.86504,0.75308,0.24959,0.00292,1.85896,0.36977,0.14602,0.41236,0.75308,0.24959,0.89625,0.97156,0.95711,1.43944,1.85896,2.3657,5.25532
2026-01-02 00:00:00,11.79819,0.15757,0.09985,0.20494,0.06201,0.25903,1.04212,0.59207,0.79009,0.89708,1.66695,5.61047,0.33441,0.14402,0.89625,0.05082,0.07502,0.06706,0.00064,-0.00294,0.00001,0.95311,2.78472,1.84584,2.7792,0.021,8.57531,0.40965,0.48179,1.08417,2.05023,4.82022,0.68408,0.25255,0.00308,1.85191,0.36959,0.14402,0.40965,0.68408,0.25255,0.89625,0.96801,0.95311,1.43816,1.85191,2.20168,5.55764
2026-01-02 01:00:00,12.34283,0.1752,0.11539,0.20486,0.06801,0.24603,0.8711,0.65707,0.88786,0.89708,1.70366,6.10159,0.30749,0.14302,0.89625,0.03896,0.06485,0.07412,0.00143,0.00003,0.00001,0.95311,2.59766,1.77561,2.62775,0.024,8.67686,0.40696,0.50385,1.04047,1.86121,4.82288,0.61607,0.25404,0.00335,1.85896,0.35147,0.14302,0.40696,0.61607,0.25404,0.89625,0.96801,0.95311,1.43606,1.85896,2.06823,5.85997
2026-01-02 02:00:00,12.88793,0.18856,0.13102,0.20586,0.07301,0.23403,0.75608,0.67107,1.06387,0.91448,1.73332,6.49013,0.28224,0.14302,0.89625,0.03173,0.05469,0.08495,0.0012,-0.00438,0.00001,0.94911,2.44793,1.7068,2.43549,0.024,8.77842,0.40427,0.5219,0.99736,1.7572,4.85079,0.56306,0.25702,0.00335,1.88017,0.33334,0.14302,0.40427,0.56306,0.25702,0.89625,0.96801,0.94911,1.43348,1.88017,2.0019,6.1623
2026-01-02 03:00:00,13.43256,0.19768,0.15174,0.21894,0.07601,0.20602,0.66907,0.67408,1.23652,0.87417,1.73332,6.63683,0.25974,0.14302,0.89297,0.02694,0.04452,0.10722,0.00081,-0.01907,0.00001,0.94611,2.33843,1.63935,2.33516,0.026,8.87997,0.40157,0.54297,0.95486,1.73819,4.86476,0.53106,0.25852,0.00335,1.89437,0.31522,0.14302,0.40157,0.53106,0.25852,0.89297,0.96447,0.94611,1.43072,1.89437,1.92225,5.91165
2026-01-02 04:00:00,13.65063,0.20382,0.17759,0.24611,0.09601,0.17602,0.55106,0.66907,1.38115,0.87987,1.73332,6.47092,0.24,0.14302,0.89297,0.02355,0.03435,0.13206,0.01752,-0.01468,0.00001,0.94611,2.17202,1.58607,2.19855,0.029,8.98152,0.40157,0.52701,0.92346,1.58618,4.86563,0.51506,0.25702,0.00335,1.90149,0.2971,0.14302,0.40157,0.51506,0.25702,0.89297,0.96447,0.94611,1.42796,1.90149,1.83198,5.661
