GMT,SAMC1,SACC1,VONC1,FMWC1,DRMC1,RCVC1,SACC1,FMWC1L,SACC1L,SAMC1L,NCOC1L,SACC1,SAMC1,NCOC1
,QINE,QINE,QINE,QINE,QINE,QINE,SQIN,SQIN,SQIN,SQIN,SQIN,SSTG,SSTG,SSTG
2025-12-14 12:00:00,1.54938,10.04823,8.40008,8.74169,0.09829,0.03723,9.90372,0.01153,0.01067,0.00017,0.00048,5.64,16.01,17.31
2025-12-14 13:00:00,1.54938,9.90827,8.41682,8.7263,0.09829,0.03648,9.90812,0.01152,0.01066,0.00017,0.00047,5.59,16.01,17.31
2025-12-14 14:00:00,1.54938,9.65816,8.41682,8.7571,0.09668,0.03648,9.90782,0.01152,0.01064,0.00017,0.00047,5.5,16.01,17.31
2025-12-14 15:00:00,1.54938,9.35566,8.41682,8.74169,0.0951,0.03648,9.90454,0.01151,0.01063,0.00017,0.00047,5.39,16.01,17.31
2025-12-14 16:00:00,1.54938,9.01457,8.41682,8.74169,0.09668,0.03575,9.89716,0.0115,0.01061,0.00017,0.00047,5.27,16.01,17.31013
2025-12-14 17:00:00,1.54938,8.75981,8.41682,8.7571,0.09668,0.03575,9.88847,0.01149,0.0106,0.00017,0.00047,5.18,16.01,17.31
2025-12-14 18:00:00,1.54938,8.7036,8.41682,8.7571,0.09829,0.03503,9.88419,0.01148,0.01058,0.00017,0.00046,5.16,16.01,17.31
2025-12-14 19:00:00,1.54938,9.18602,8.40008,8.7571,0.09829,0.03503,9.88455,0.01147,0.01057,0.00017,0.00046,5.33,16.01,17.31
2025-12-14 20:00:00,1.54938,10.30194,8.40008,8.77252,0.09829,0.03503,9.88569,0.01146,0.01055,0.00017,0.00046,5.73,16.01,17.31
2025-12-14 21:00:00,1.54938,11.44201,8.40008,8.77252,0.09829,0.03432,9.88641,0.01145,0.01054,0.00017,0.00046,6.12,16.01,17.3
2025-12-14 22:00:00,1.54938,12.47008,8.43358,8.78796,0.09829,0.03432,9.88686,0.01145,0.01052,0.00017,0.00046,6.46,16.01,17.31
