GMT,FRAC1,LTDC1,HIDC1,BHNC1,MPAC1,OWCC1,BNCC1,BCKC1,MEEC1,HPIC1,POHC1,EXQC1,DSNC1,STVC1,NWMC1,LGCC1,WARC1,LGAC1,PNEC1,LBDC1,OREC1,PATC1,HETC1,LNRC1,CHVC1F,DCMC1,NDPC1,MDSC1,NDVC1,NSWC1,AVYC1,NMSC1,OBBC1,RIPC1,PTTC1,VNSC1,KNFC1L,STVC1,MDSC1,OBBC1,RIPC1,NWMC1,CRDC1,PATC1,MZRC1,VNSC1,AVYC1L,NDPC1L
,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,QINE,SQIN,SQIN
2026-05-21 12:00:00,3.32587,0,0.03398,0.01134,0,0.001,0,0.002,0.28594,0.67195,0.96688,0.77928,0.00408,0.08301,0.44389,0.00001,0,0.00001,0,-0.00445,0.00001,0.38304,1.63126,0.1835,0.47613,0.006,1.93395,0.17592,0.03961,0.11836,0.24503,1.44406,1.71719,1.95617,0.00003,2.36494,0.00187,0.08301,0.17592,1.71719,1.95617,0.44389,0.45236,0.38304,0.67475,2.36494,0.07089,0.6388
2026-05-21 13:00:00,3.45447,0,0.02862,0.00817,0.013,0.001,0,0.002,0.2819,0.67668,0.97244,1.17188,0.00408,0.08301,0.44389,0.00001,0,0.00001,0,0.07186,0.00001,0.38504,1.6759,0.1835,0.50947,0.006,1.94626,0.18056,0.03783,0.13908,0.24203,1.45882,1.72819,1.94219,0.00002,2.37277,0.00186,0.08301,0.18056,1.72819,1.94219,0.44389,0.45745,0.38504,0.6731,2.37277,0.07067,0.63592
2026-05-21 14:00:00,3.5825,0,0.02589,0.00675,0,0.001,0,0.002,0.28391,0.68617,0.978,1.55644,0.00408,0.08401,0.44389,0.00001,0,0.00001,0,0.15553,0.00001,0.38004,1.66013,0.1835,0.52219,0.006,1.95857,0.18289,0.03854,0.12333,0.24203,1.47364,1.72219,1.92477,0.00002,2.37277,0.00186,0.08401,0.18289,1.72219,1.92477,0.44389,0.4549,0.38004,0.6714,2.37277,0.07054,0.6359
2026-05-21 15:00:00,3.71018,0,0.03173,0.01067,0,0.001,0,0.002,0.2819,0.67668,1.00608,1.86524,0.00408,0.08401,0.44389,0.00001,0,0.00001,0,0.06751,0.00001,0.37804,1.6529,0.1835,0.52194,0.006,1.97089,0.18758,0.0399,0.10762,0.24403,1.48844,1.72819,1.90396,0.00003,2.36494,0.00185,0.08401,0.18758,1.72819,1.90396,0.44389,0.4549,0.37804,0.66974,2.36494,0.07037,0.63589
2026-05-21 16:00:00,3.70982,0,0.04721,0.01717,-0.012,0.001,0,0.002,0.29245,0.70054,0.9948,2.10949,0.00429,0.08601,0.44652,0.00001,0,0.00001,0,-0.02496,0.00001,0.38004,1.59859,0.1835,0.50475,0.006,1.9832,0.18994,0.04062,0.12171,0.24203,1.50312,1.72819,1.88324,0.00003,2.36494,0.00184,0.08601,0.18994,1.72819,1.88324,0.44652,0.4549,0.38004,0.66826,2.36494,0.07008,0.63587
2026-05-21 17:00:00,3.64594,0,0.04324,0.02292,0,0.001,0,0.002,0.29245,0.68617,0.978,2.35448,0.00452,0.0863,0.44652,0.00001,0,0.00001,0,-0.02496,0.00001,0.37804,1.56514,0.19337,0.51781,0.005,1.99551,0.18994,0.03813,0.106,0.24503,1.51773,1.72219,1.85917,0.00003,2.35712,0.00184,0.0863,0.18994,1.72219,1.85917,0.44652,0.4549,0.37804,0.66701,2.35712,0.06974,0.63585
2026-05-21 18:00:00,3.58214,0,0.03365,0.02467,0,0.001,0,0.002,0.28798,0.68617,1.01743,2.46931,0.00452,0.08657,0.44652,0.00001,0,0.00001,0,-0.01763,0.00001,0.37804,1.57076,0.19266,0.49458,0.005,2.00782,0.18994,0.03955,0.09855,0.24303,1.53243,1.71719,1.84517,0.00003,2.35712,0.00183,0.08657,0.18994,1.71719,1.84517,0.44652,0.4549,0.37804,0.66603,2.35712,0.06947,0.63583
2026-05-21 19:00:00,3.45447,0,0.04435,0.02892,0,0.001,0,0.002,0.28798,0.68617,1.01175,2.38679,0.00452,0.08684,0.44915,0.00001,0,0.00001,0,-0.09979,0.00001,0.38004,1.55912,0.19169,0.4687,0.005,2.02348,0.18994,0.04026,0.09108,0.24203,1.54682,1.71119,1.82336,0.00003,2.33374,0.00183,0.08684,0.18994,1.71119,1.82336,0.44915,0.45745,0.38004,0.66532,2.33374,0.06927,0.63581
2026-05-21 20:00:00,3.32615,0,0.0421,0.03209,0,0.001,0,0.001,0.28391,0.68141,1.00608,2.31169,0.00452,0.08707,0.45178,0.00001,0,0.00001,0,-0.19079,0.00001,0.38004,1.53295,0.20086,0.44492,0.005,2.03913,0.18994,0.04027,0.10682,0.24303,1.56128,1.71719,1.8125,0.00002,2.33374,0.00182,0.08707,0.18994,1.71719,1.8125,0.45178,0.45745,0.38004,0.6647,2.33374,0.06915,0.63579
