GMT,SAMC1,SACC1,VONC1,FMWC1,DRMC1,RCVC1,SACC1,FMWC1L,SACC1L,SAMC1L,NCOC1L,SACC1,SAMC1,NCOC1
,QINE,QINE,QINE,QINE,QINE,QINE,SQIN,SQIN,SQIN,SQIN,SQIN,SSTG,SSTG,SSTG
2026-02-11 12:00:00,4.4927,31.97162,27.0539,24.59527,0.33414,0.03648,31.6574,0.05727,0.03921,0.02801,0.0017,12.42,17.71,23.24
2026-02-11 13:00:00,4.4188,32.03891,27.07757,24.59527,0.3408,0.03723,31.68709,0.05726,0.03912,0.02772,0.00173,12.44,17.67,23.24
2026-02-11 14:00:00,4.35846,32.13991,27.03022,24.59527,0.35439,0.03873,31.67453,0.05731,0.0402,0.03167,0.00176,12.47,17.64,23.25
2026-02-11 15:00:00,4.27547,32.13991,27.10124,24.59527,0.35439,0.03948,31.65249,0.05742,0.04221,0.03817,0.00181,12.47,17.6,23.25
2026-02-11 16:00:00,4.19387,32.20728,27.14861,24.61422,0.35778,0.04024,31.60133,0.0576,0.04493,0.04618,0.00186,12.49,17.56,23.26
2026-02-11 17:00:00,4.13358,32.24098,27.10124,24.67111,0.37519,0.03948,31.65596,0.05783,0.0482,0.05512,0.0019,12.5,17.53,23.25
2026-02-11 18:00:00,4.07406,32.34212,27.14861,24.65215,0.38239,0.04024,31.62427,0.05813,0.05191,0.0646,0.00197,12.53,17.5,23.25
2026-02-11 19:00:00,4.05438,32.51086,27.12492,24.63318,0.36813,0.04024,31.6106,0.05855,0.05503,0.07102,0.00202,12.58,17.49,23.26
2026-02-11 20:00:00,4.01529,32.78128,27.19602,24.67111,0.38941,0.04024,31.55595,0.05916,0.05679,0.0722,0.00208,12.66,17.47,23.26
2026-02-11 21:00:00,4.01529,32.98443,27.17232,24.65215,0.38941,0.03948,31.58805,0.05995,0.05749,0.07024,0.00214,12.72,17.47,23.26
2026-02-11 22:00:00,3.99586,33.22182,27.17232,24.63318,0.40669,0.03948,31.6142,0.06092,0.05735,0.06639,0.00219,12.79,17.46,23.27
2026-02-11 23:00:00,3.99586,33.39162,27.19602,24.63318,0.42839,0.03948,31.56772,0.06206,0.05657,0.06142,0.00225,12.84,17.46,23.28
2026-02-12 00:00:00,3.97653,33.4596,27.21972,24.67111,0.44731,0.03948,31.58224,0.06337,0.05529,0.05576,0.0023,12.86,17.45,23.28
2026-02-12 01:00:00,3.99586,33.4596,27.26717,24.67111,0.45119,0.03948,31.56023,0.06478,0.0542,0.05134,0.00236,12.86,17.46,23.28
2026-02-12 02:00:00,3.99586,33.39162,27.26717,24.72805,0.45119,0.04024,31.60192,0.06619,0.05382,0.04932,0.00242,12.84,17.46,23.27
2026-02-12 03:00:00,3.99586,33.25576,27.29089,24.70907,0.45119,0.04102,31.58343,0.06761,0.05401,0.04873,0.0025,12.8,17.46,23.28
2026-02-12 04:00:00,4.01529,33.08612,27.31462,24.74704,0.45905,0.04102,31.57386,0.06905,0.05463,0.049,0.00257,12.75,17.47,23.28
2026-02-12 05:00:00,4.01529,32.88282,27.36211,24.76605,0.47389,0.04262,31.58834,0.07049,0.05558,0.04979,0.00264,12.69,17.47,23.28
2026-02-12 06:00:00,4.01529,32.71362,27.36211,24.78506,0.46641,0.04344,31.60872,0.07194,0.0568,0.05089,0.00272,12.64,17.47,23.26
2026-02-12 07:00:00,4.01529,32.51086,27.33836,24.74704,0.46641,0.04428,31.64607,0.07337,0.05754,0.05013,0.00279,12.58,17.47,23.23001
2026-02-12 08:00:00,4.01529,32.37585,27.29089,24.78506,0.47389,0.04514,31.64916,0.07472,0.05722,0.04623,0.00285,12.54,17.47,23.22001
2026-02-12 09:00:00,4.03479,32.24098,27.33836,24.76605,0.47389,0.04601,31.66462,0.07601,0.05607,0.04044,0.00288,12.5,17.48,23.22001
2026-02-12 10:00:00,4.03479,32.17359,27.29089,24.76605,0.46641,0.04675,31.68462,0.07724,0.05429,0.03352,0.0029,12.48,17.48,23.24
2026-02-12 11:00:00,4.01529,32.13991,27.29089,24.78506,0.45905,0.04751,31.72138,0.0784,0.05201,0.02592,0.0029,12.47,17.47,23.25
2026-02-12 12:00:00,3.97653,32.17359,27.29089,24.78506,0.45905,0.04985,31.7216,0.0795,0.04934,0.01791,0.00289,12.48,17.45,23.27
2026-02-12 13:00:00,3.97653,32.20728,27.31462,24.80407,0.45119,0.05147,31.69471,0.08052,0.04662,0.01134,0.00286,12.49,17.45,23.29
2026-02-12 14:00:00,3.99586,32.24098,27.26717,24.84211,0.43964,0.05401,31.65078,0.08141,0.04414,0.00731,0.00284,12.5,17.46,23.29
2026-02-12 15:00:00,3.97653,32.3084,27.33837,24.88018,0.43964,0.05657,31.67615,0.0822,0.04184,0.00481,0.00281,12.52,17.45,23.31
2026-02-12 16:00:00,3.99586,32.34212,27.40962,24.88018,0.43586,0.05924,31.64054,0.08287,0.03968,0.00322,0.00278,12.53,17.46,23.32
