GMT,SAMC1,SACC1,VONC1,FMWC1,DRMC1,RCVC1,SACC1,FMWC1L,SACC1L,SAMC1L,NCOC1L,SACC1,SAMC1,NCOC1
,QINE,QINE,QINE,QINE,QINE,QINE,SQIN,SQIN,SQIN,SQIN,SQIN,SSTG,SSTG,SSTG
2026-02-15 18:00:00,3.03256,34.10701,29.71851,27.33043,0.37164,0.02554,33.3523,0.05569,0.02075,0.00029,0.00134,13.05,16.93,23.65
2026-02-15 19:00:00,2.99846,34.10701,29.64552,27.30747,0.36813,0.02554,33.30335,0.05549,0.02074,0.00029,0.00134,13.05,16.91,23.64
2026-02-15 20:00:00,3.01547,34.07286,29.62121,27.21573,0.36813,0.025,33.32485,0.05529,0.02072,0.00029,0.00133,13.04,16.92,23.62
2026-02-15 21:00:00,2.98154,34.03872,29.5726,27.16991,0.36464,0.025,33.25111,0.05511,0.0207,0.00029,0.00133,13.03,16.9,23.62
2026-02-15 22:00:00,2.98154,34.07286,29.524,27.05553,0.36813,0.025,33.24867,0.05494,0.02069,0.00029,0.00132,13.04,16.9,23.6
2026-02-15 23:00:00,2.98154,34.17533,29.49972,27.05553,0.37164,0.025,33.17384,0.05477,0.02067,0.00029,0.00132,13.07,16.9,23.61
2026-02-16 00:00:00,2.98154,34.38047,29.47543,27.00985,0.37164,0.02432,33.12294,0.05462,0.02066,0.00029,0.00131,13.13,16.9,23.6
2026-02-16 01:00:00,2.98154,34.55164,29.42689,26.9642,0.36813,0.02432,33.04903,0.05447,0.0211,0.00376,0.00131,13.18,16.9,23.58
2026-02-16 02:00:00,2.98154,34.68873,29.40262,26.9186,0.37877,0.02432,33.02455,0.05434,0.02236,0.01277,0.0013,13.22,16.9,23.57
2026-02-16 03:00:00,2.99846,34.72302,29.35411,26.89581,0.37519,0.02432,32.97623,0.05423,0.02425,0.0251,0.0013,13.23,16.91,23.57
2026-02-16 04:00:00,2.99846,34.65444,29.35411,26.80475,0.37519,0.02432,32.92874,0.05413,0.02663,0.03943,0.0013,13.21,16.91,23.55
2026-02-16 05:00:00,2.98154,34.5859,29.30562,26.75927,0.38239,0.02432,32.90631,0.05403,0.0294,0.05496,0.0013,13.19,16.9,23.53001
2026-02-16 06:00:00,2.98154,34.44892,29.28139,26.782,0.3928,0.02554,32.88389,0.05396,0.03246,0.07121,0.00129,13.15,16.9,23.50001
2026-02-16 07:00:00,3.01547,34.34626,29.23295,26.73655,0.39968,0.02667,32.84321,0.05401,0.04161,0.10564,0.00129,13.12,16.92,23.47
2026-02-16 08:00:00,3.22637,34.27786,29.18452,26.64575,0.41381,0.02784,32.83756,0.05433,0.06132,0.16875,0.0013,13.1,17.04,23.41
2026-02-16 09:00:00,3.37421,34.2095,29.11192,26.60041,0.47389,0.02844,32.81581,0.05489,0.08925,0.24906,0.00131,13.08,17.12,23.35001
2026-02-16 10:00:00,3.48459,34.14116,28.99105,26.50984,0.53993,0.03034,32.84966,0.05569,0.12358,0.33969,0.00134,13.06,17.18,23.27
2026-02-16 11:00:00,3.51909,34.07286,28.94274,26.41942,0.64252,0.03295,32.83909,0.05672,0.16288,0.43651,0.00137,13.04,17.2,23.17001
2026-02-16 12:00:00,3.53646,34.07286,28.82208,26.37427,0.76188,0.038,32.85706,0.05798,0.20604,0.53705,0.00141,13.04,17.21,23.08
2026-02-16 13:00:00,3.53646,34.17533,28.70157,26.19404,0.85167,0.04428,32.85622,0.06091,0.2552,0.62654,0.00149,13.07,17.21,22.99
2026-02-16 14:00:00,3.57141,34.27786,28.55715,26.12661,1.02823,0.04828,32.86302,0.0669,0.31199,0.69611,0.00165,13.1,17.23,22.88
2026-02-16 15:00:00,3.66014,34.41469,28.43697,26.05926,1.1243,0.05231,32.85071,0.07586,0.37473,0.75374,0.00189,13.14,17.28,22.80001
2026-02-16 16:00:00,3.78762,34.55164,28.26897,25.94721,1.12981,0.05745,32.79286,0.08772,0.44208,0.8042,0.00219,13.18,17.35,22.70001
2026-02-16 17:00:00,4.07406,34.68873,28.1731,25.79074,1.1243,0.06647,32.81319,0.1024,0.51303,0.85036,0.00256,13.22,17.5,22.61
2026-02-16 18:00:00,4.29609,34.82594,28.07732,25.76842,1.0917,0.15311,32.76136,0.11981,0.58677,0.89394,0.00298,13.26,17.61,22.53001
2026-02-16 19:00:00,4.33758,34.96327,27.93384,25.65699,1.05975,0.80894,32.72892,0.14409,0.68026,0.92365,0.00352,13.3,17.63,22.45999
2026-02-16 20:00:00,4.25494,35.03199,27.83831,25.5458,1.02299,1.49917,32.70504,0.17925,0.80666,0.93272,0.0042,13.32,17.59,22.4
2026-02-16 21:00:00,4.09382,35.03199,27.71903,25.5458,1.00743,1.73216,32.7303,0.22499,0.95868,0.9294,0.00502,13.32,17.51,22.35
