Neutral Particles for 469 (Jersey Point),,,,,,
OMR Flow Bin,Past Chipps,Upstream of Decker,Unresolved in Central Delta,Unresolved in OMR corridor,CVP Entrainment,SWP Entrainment
,,,,,,
"-6,500",-902.0,-902.0,"2,806.0","3,608.0",-902.0,-902.0
"-5,000",0.7,19.1,101.2,1.9,0.0,0.0
"-3,500",0.8,18.8,99.8,0.6,0.0,0.0
"-2,000",1.4,16.8,98.7,0.1,0.0,0.0
"-6,500",-902.0,-902.0,"2,806.0","3,608.0",-902.0,-902.0
"-5,000",18.1,31.8,88.6,4.2,1.3,1.2
"-3,500",26.2,30.2,76.0,1.8,0.1,0.3
"-2,000",21.1,28.1,80.2,1.3,0.0,0.0
"-6,500",-902.0,-902.0,"2,806.0","3,608.0",-902.0,-902.0
"-5,000",21.6,35.3,89.5,5.0,3.2,2.9
"-3,500",31.4,31.9,73.2,2.8,0.6,1.1
"-2,000",24.6,30.5,77.7,1.7,0.5,0.1
