Surface Oriented Particles for 465 (Chipps),,,,,,
OMR Flow Bin,Past Chipps,Upstream of Decker,Unresolved in Central Delta,Unresolved in OMR corridor,CVP Entrainment,SWP Entrainment
,,,,,,
"-6,500",<0.1,-902.0,"2,806.0","3,608.0",-902.0,-902.0
"-5,000",74.0,0.0,26.0,0.0,0.0,0.0
"-3,500",77.4,0.0,22.6,0.0,0.0,0.0
"-2,000",71.8,-0.1,28.2,0.0,0.0,0.0
"-6,500",-902.0,-902.0,"2,806.0","3,608.0",-902.0,-902.0
"-5,000",92.4,0.2,7.7,0.0,0.0,0.1
"-3,500",94.1,0.0,5.9,0.0,0.0,0.0
"-2,000",91.7,-0.2,8.3,0.0,0.0,0.0
"-6,500",-902.0,-902.0,"2,806.0","3,608.0",-902.0,-902.0
"-5,000",91.8,0.2,8.3,0.0,0.0,0.1
"-3,500",92.9,0.0,7.2,0.1,0.0,0.0
"-2,000",89.9,-0.1,10.2,0.1,0.0,0.0
