Date,Scenario,SUT_RATIO,STM_RATIO,SACR_SS_RATIO,SACR_GEO_RATIO,GEO_RATIO,DCC_RATIO,SUT_SUV,STM_SUV,SAC_SUV,GEO_SUV,DCC_SUV,Combined_suv,Model_Run
26Feb2026,historical,0.102524325,0.084473275,0.8130024,0.7462926,0.2537074, ,0.32475019,0.44893894,0.36279124,0.15671107, ,0.3236612,D
26Feb2026,historical,0.10613341,0.087620124,0.80624646,0.74441284,0.25558716, ,0.36618063,0.4941115,0.39993402,0.17978404, ,0.359238,A
26Feb2026,historical,0.10520281,0.08255697,0.81224024,0.73796034,0.26203966, ,0.34067735,0.4844323,0.37981182,0.23921211, ,0.35440683,B
26Feb2026,historical,0.10021262,0.08703048,0.8127569,0.74705404,0.25294596, ,0.35643798,0.4848221,0.39717072,0.20185697, ,0.36056384,C
