Neutral Particles for 465 (Chipps),,,,,,
OMR Flow Bin,Past Chipps,Upstream of Decker,Unresolved in Central Delta,Unresolved in OMR corridor,CVP Entrainment,SWP Entrainment
,,,,,,
"-6,500",41.1,0.3,58.9,0.0,0.0,0.0
"-5,000",41.1,0.3,58.9,0.0,0.0,0.0
"-3,500",45.5,-0.1,54.5,0.0,0.0,0.0
"-2,000",51.5,-0.1,48.5,0.0,0.0,0.0
"-6,500",61.0,0.3,39.1,0.1,0.0,0.0
"-5,000",61.0,0.3,39.1,0.1,0.0,0.0
"-3,500",69.3,0.0,30.7,0.0,0.0,0.0
"-2,000",71.5,-0.1,28.5,0.0,0.0,0.0
"-6,500",70.3,1.5,30.1,0.2,0.0,0.1
"-5,000",70.3,1.5,30.1,0.2,0.0,0.1
"-3,500",79.3,0.7,20.8,0.0,0.1,0.0
"-2,000",80.0,0.0,20.1,0.1,0.0,0.0
