Date,Scenario,SUT_RATIO,STM_RATIO,SACR_SS_RATIO,SACR_GEO_RATIO,GEO_RATIO,DCC_RATIO,SUT_SUV,STM_SUV,SAC_SUV,GEO_SUV,DCC_SUV,Combined_suv,Model_Run
28-Apr-26,historical,0.09,0.06,0.85,0.72,0.16,0.11,34%,47%,38%,21%,8%,33%,D
28-Apr-26,historical,0.09,0.06,0.85,0.72,0.16,0.11,34%,47%,38%,21%,8%,33%,A
28-Apr-26,historical,0.10,0.07,0.84,0.73,0.17,0.10,34%,50%,39%,25%,6%,35%,B
28-Apr-26,historical,0.09,0.07,0.84,0.74,0.16,0.10,37%,46%,39%,18%,6%,34%,C
