Surface Oriented Particles for 465 (Chipps),,,,,,
OMR Flow Bin,Past Chipps,Upstream of Decker,Unresolved in Central Delta,Unresolved in OMR corridor,CVP Entrainment,SWP Entrainment
,,,,,,
"-6,500",50.8,-0.1,49.2,0.0,0.0,0.0
"-5,000",50.8,-0.1,49.2,0.0,0.0,0.0
"-3,500",54.5,-0.2,45.5,0.0,0.0,0.0
"-2,000",59.5,-0.3,40.5,0.0,0.0,0.0
"-6,500",75.2,0.8,25.0,0.1,0.0,0.1
"-5,000",75.2,0.8,25.0,0.1,0.0,0.1
"-3,500",80.7,-0.1,19.3,0.0,0.0,0.0
"-2,000",82.7,-0.3,17.3,0.0,0.0,0.0
"-6,500",83.9,1.5,16.5,0.1,0.1,0.2
"-5,000",83.9,1.5,16.5,0.1,0.1,0.2
"-3,500",88.8,0.3,11.3,0.0,0.1,0.0
"-2,000",90.7,-0.1,9.3,0.0,0.0,0.0
