Date,Survival Overall Est,Survival Overall LCL 80,Survival Overall UCL 80,Survival Sacramento Est,Survival Sacramento LCL 80,Survival Sacramento UCL 80,Survival Yolo Est,Survival Yolo LCL 80,Survival Yolo UCL 80,Survival Sutter Est,Survival Sutter LCL 80,Survival Sutter UCL 80,Survival Steamboat Est,Survival Steamboat LCL 80,Survival Steamboat UCL 80,Survival Interior Delta Est,Survival Interior Delta LCL 80,Survival Interior Delta UCL 80,Routing Probability Sacramento Est,Routing Probability Sacramento LCL 80,Routing Probability Sacramento UCL 80,Routing Probability Yolo Est,Routing Probability Yolo LCL 80,Routing Probability Yolo UCL 80,Routing Probability Sutter Est,Routing Probability Sutter LCL 80,Routing Probability Sutter UCL 80,Routing Probability Steamboat Est,Routing Probability Steamboat LCL 80,Routing Probability Steamboat UCL 80,Routing Probability Interior Delta Est,Routing Probability Interior Delta LCL 80,Routing Probability Interior Delta UCL 80,Median Travel Time Overall Est,Median Travel Time Overall LCL 80,Median Travel Time Overall UCL 80,Median Travel Time Sacramento Est,Median Travel Time Sacramento LCL 80,Median Travel Time Sacramento UCL 80,Median Travel Time Yolo Est,Median Travel Time Yolo LCL 80,Median Travel Time Yolo UCL 80,Median Travel Time Sutter Est,Median Travel Time Sutter LCL 80,Median Travel Time Sutter UCL 80,Median Travel Time Steamboat Est,Median Travel Time Steamboat LCL 80,Median Travel Time Steamboat UCL 80,Median Travel Time Interior Delta Est,Median Travel Time Interior Delta LCL 80,Median Travel Time Interior Delta UCL 80
2023-10-01,0.0593643011946116,0.0191137870728998,0.110422988048724,0.0611947560174221,0.0173887413620427,0.11809171579207,NA,NA,NA,0.0909084035785133,0.0247770408273178,0.181323019347491,0.0548134078009032,0.0117764875336679,0.118490084586214,0.0233509399727837,0.00335481039330146,0.0541244613772459,0.596034699931976,0.562372895637325,0.631977767841013,1.17304267656048e-09,2.0253375119459e-13,8.91928065890705e-10,0.136322960483801,0.11337031264808,0.159222075430874,0.137990600852474,0.11624253267848,0.160409136499476,0.129651737558707,0.104394719352532,0.156377129302347,6.28148610516388,5.7236577087762,6.5754045038568,5.835,5,6,NA,NA,NA,5.987,6,6,5.447,5,6,9.532,9,10
2023-10-02,0.057841481777395,0.0185190121800535,0.106782196548903,0.058922135596157,0.0163887406909534,0.113461824663437,NA,NA,NA,0.092254546328066,0.025299184629223,0.182828581185319,0.0531258629806818,0.0110155518548558,0.115581990283042,0.0225620448637895,0.00302972061430977,0.0529226872400492,0.594636966624623,0.560503192605188,0.631032856502143,1.22231024131266e-09,2.13587668259494e-13,9.31229838878059e-10,0.136499554802405,0.113301981813795,0.159605882316467,0.138797252980096,0.116591845037209,0.161848959689841,0.130066224370566,0.10427735125448,0.157126205417469,6.18076348298607,5.64354483847364,6.5367749782959,5.712,5,6,NA,NA,NA,5.967,6,6,5.311,5,6,9.473,9,10
2023-10-03,0.044066908230069,0.0118019792274586,0.0854294722503864,0.0442461067525332,0.0101558900230411,0.0895756274091603,NA,NA,NA,0.0736990105028591,0.0170373737647893,0.155486048729168,0.040146893185912,0.00665798991819474,0.0921446590751215,0.0170047463616713,0.00183179749082775,0.0413929697889771,0.593043570628226,0.557693302199481,0.629609977133752,1.30609127995645e-09,2.18830054767489e-13,9.67742037055748e-10,0.136704534395255,0.112935705613614,0.160508485802635,0.139731353448782,0.116938790488509,0.163352480382197,0.130520540221646,0.104332446690659,0.157927422962006,6.20752954948075,5.66263496290734,6.55763517929283,5.736,5,6,NA,NA,NA,5.977,6,6,5.346,5,6,9.512,9,10
2023-10-04,0.0308801233179522,0.00638938715761491,0.0637748592762398,0.030550217761015,0.00514133959298939,0.0676077900184456,NA,NA,NA,0.0541102583367034,0.00976463469222202,0.121377328449488,0.0278812846047641,0.00340387870961383,0.0690114649389312,0.0117333208657018,0.000930678348372611,0.0288294824051306,0.591399826300963,0.55506005109921,0.628209938868115,1.45104544565568e-09,2.17862143361337e-13,1.03086876667098e-09,0.136919676461201,0.112566430808623,0.161732581522603,0.140709482051443,0.117297796862989,0.165062848394299,0.130971013735348,0.104209228650939,0.158703359957484,6.31268016804641,5.79842783344794,6.60341275514153,5.854,5,6,NA,NA,NA,5.994,6,6,5.484,5,6,9.606,9,11
2023-10-05,0.02171967013168,0.00339972670531628,0.0482393438087365,0.0212435139765588,0.00264250561089862,0.0490065468479842,NA,NA,NA,0.0394627797114669,0.00566610286355815,0.0914206550394617,0.0194536779867367,0.00177985494127398,0.0501642013160845,0.00807926708566603,0.000484303212547681,0.0209005186025268,0.589885467765964,0.552100683670301,0.627358195474068,1.60886493388361e-09,2.1703180341397e-13,1.11161565727236e-09,0.137123053440001,0.112248860849414,0.162573341895483,0.141632049130941,0.117617004659017,0.166773953288937,0.131359428054229,0.104317762927723,0.159795561050123,6.45592777958272,6.2522975123622,6.68149828916083,5.965,6,6,NA,NA,NA,6.032,6,6,5.738,5,6,9.876,9,11
2023-10-06,0.0157588416294759,0.00199461698350061,0.036877127861987,0.0153709554485917,0.0015611376656691,0.0363187986727752,NA,NA,NA,0.0290073589319775,0.00324550016454197,0.0676427218737409,0.0140671350923577,0.00108595083637032,0.0363446201216061,0.00571095388586924,0.000281709082897835,0.0147013813386811,0.588731309770283,0.550498727217775,0.627039467323448,1.76327467956344e-09,2.19330583939361e-13,1.19345161780491e-09,0.137282857996843,0.112185104532271,0.162919637453144,0.142355767080901,0.11775535142309,0.168069292923543,0.131630063388698,0.104269399797848,0.160369171696421,6.62165615175309,6.36562578832512,6.98088658606898,6.087,6,6,NA,NA,NA,6.105,6,7,6.009,6,6,10.212,9,11
2023-10-07,0.0122971416105984,0.00129073846845474,0.0292784484188161,0.0120912322348929,0.00107460847517156,0.0283003321595128,NA,NA,NA,0.0222421695024323,0.00205105692752181,0.0535637964520656,0.0110578917831738,0.00077598411517006,0.0279487641710245,0.00433406317362329,0.0002005326549297,0.0108141775854503,0.588057206492065,0.549480606428326,0.626935559088673,1.92407004305046e-09,2.22945719899307e-13,1.28214524273632e-09,0.137377472487186,0.111895837527895,0.16320200171723,0.1427841963582,0.117774239036441,0.168963351685778,0.131781122738479,0.104247370434246,0.160804266386465,6.95188684712065,6.43062264099454,7.55020932196482,6.423,6,7,NA,NA,NA,6.392,6,7,6.334,6,7,10.561,9,12
2023-10-08,0.0112170381913962,0.00120007021558003,0.0261715313383032,0.0111649335491495,0.00109179097322315,0.0251879645872328,NA,NA,NA,0.0195655631806227,0.00190268186742478,0.0485748379564461,0.010312198560911,0.000790666648943105,0.0259574607082847,0.00385063299786359,0.000213062003875239,0.00937925981577891,0.587692764088479,0.548909854738525,0.6268119745401,2.07795267317287e-09,2.29630898679371e-13,1.36750457312119e-09,0.137425242877783,0.111794288175341,0.163303591583178,0.143001242575767,0.117784521647973,0.169294259909059,0.131880748380019,0.104192314910215,0.161084747410032,7.42447854839637,6.58022130050693,8.3236973263903,6.907,6,8,NA,NA,NA,6.916,6,8,6.779,6,8,10.962,10,12
2023-10-09,0.0158599966739225,0.00243140110968783,0.0357094722729185,0.0158869425962408,0.00221560423508449,0.0354325272634263,NA,NA,NA,0.026961568692052,0.00383530975442028,0.0625266493929382,0.0149905389033922,0.00165626402515091,0.0359599535067919,0.00533553073051786,0.000435672741629107,0.0130308298814667,0.587309680180883,0.548137907807571,0.626483849362778,2.20150012261497e-09,2.42073170971866e-13,1.43121418577404e-09,0.137471096805755,0.111669514136573,0.163409097998707,0.143209974829317,0.117862775929206,0.169576296418428,0.132009245982545,0.104136488726188,0.16139975011716,7.36497084740732,6.57625378534893,8.06273639033389,6.837,6,7,NA,NA,NA,6.934,6,8,6.705,6,7,10.887,10,12
2023-10-10,0.0266464367904346,0.00595393343256501,0.055302079222897,0.0267360426517876,0.00550970049074055,0.0566822884724165,NA,NA,NA,0.0447413490934677,0.00917943212550099,0.0971124175094094,0.0257633370722337,0.00415508466136628,0.0595504928383729,0.00882191986741944,0.00105357178852911,0.0212753270505772,0.586703349024218,0.54723010084901,0.625971843472473,2.32635671010425e-09,2.5720954691252e-13,1.50090135344053e-09,0.137546296470073,0.11146742157177,0.163548179152064,0.143551104850953,0.118046387474883,0.17009039666756,0.132199247328399,0.104139427253501,0.161864765387082,7.09792804714985,6.50141390335214,7.63293724004428,6.574,6,7,NA,NA,NA,6.736,6,7,6.365,6,7,10.601,10,12
